DISTRICT,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDA00AC01221R,DDA00AC01321R,DDA00AC01S21R,DDA00AM01221R,DDA00AM01321R,DDA00AM01S21R,DDA00AR01221R,DDA00AR01321R,DDA00AR01S21R,DDA00AS01221R,DDA00AS01321R,DDA00AS01S21R,DDA00AW01221R,DDA00AW01321R,DDA00AW01S21R,DDC00A001221R,DDC00A001321R,DDC00A001S21R,DDC00AC01221R,DDC00AC01321R,DDC00AC01S21R,DDC00AM01221R,DDC00AM01321R,DDC00AM01S21R,DDC00AR01221R,DDC00AR01321R,DDC00AR01S21R,DDC00AS01221R,DDC00AS01321R,DDC00AS01S21R,DDC00AW01221R,DDC00AW01321R,DDC00AW01S21R,DDJ00A001221R,DDJ00A001321R,DDJ00A001S21R,DDJ00AC01221R,DDJ00AC01321R,DDJ00AC01S21R,DDJ00AM01221R,DDJ00AM01321R,DDJ00AM01S21R,DDJ00AR01221R,DDJ00AR01321R,DDJ00AR01S21R,DDJ00AS01221R,DDJ00AS01321R,DDJ00AS01S21R,DDJ00AW01221R,DDJ00AW01321R,DDJ00AW01S21R,DDK00A001221R,DDK00A001321R,DDK00A001S21R,DDK00AC01221R,DDK00AC01321R,DDK00AC01S21R,DDK00AM01221R,DDK00AM01321R,DDK00AM01S21R,DDK00AR01221R,DDK00AR01321R,DDK00AR01S21R,DDK00AS01221R,DDK00AS01321R,DDK00AS01S21R,DDK00AW01221R,DDK00AW01321R,DDK00AW01S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDL00AC01221R,DDL00AC01321R,DDL00AC01S21R,DDL00AM01221R,DDL00AM01321R,DDL00AM01S21R,DDL00AR01221R,DDL00AR01321R,DDL00AR01S21R,DDL00AS01221R,DDL00AS01321R,DDL00AS01S21R,DDL00AW01221R,DDL00AW01321R,DDL00AW01S21R,DDQ00A001221R,DDQ00A001321R,DDQ00A001S21R,DDQ00AC01221R,DDQ00AC01321R,DDQ00AC01S21R,DDQ00AM01221R,DDQ00AM01321R,DDQ00AM01S21R,DDQ00AR01221R,DDQ00AR01321R,DDQ00AR01S21R,DDQ00AS01221R,DDQ00AS01321R,DDQ00AS01S21R,DDQ00AW01221R,DDQ00AW01321R,DDQ00AW01S21R,DDT00A001221R,DDT00A001321R,DDT00A001S21R,DDT00AC01221R,DDT00AC01321R,DDT00AC01S21R,DDT00AM01221R,DDT00AM01321R,DDT00AM01S21R,DDT00AR01221R,DDT00AR01321R,DDT00AR01S21R,DDT00AS01221R,DDT00AS01321R,DDT00AS01S21R,DDT00AW01221R,DDT00AW01321R,DDT00AW01S21R,DDU00A001221R,DDU00A001321R,DDU00A001S21R,DDU00AC01221R,DDU00AC01321R,DDU00AC01S21R,DDU00AM01221R,DDU00AM01321R,DDU00AM01S21R,DDU00AR01221R,DDU00AR01321R,DDU00AR01S21R,DDU00AS01221R,DDU00AS01321R,DDU00AS01S21R,DDU00AW01221R,DDU00AW01321R,DDU00AW01S21R,DDX00A001221R,DDX00A001321R,DDX00A001S21R,DDX00AC01221R,DDX00AC01321R,DDX00AC01S21R,DDX00AM01221R,DDX00AM01321R,DDX00AM01S21R,DDX00AR01221R,DDX00AR01321R,DDX00AR01S21R,DDX00AS01221R,DDX00AS01321R,DDX00AS01S21R,DDX00AW01221R,DDX00AW01321R,DDX00AW01S21R,DDY00A001221R,DDY00A001321R,DDY00A001S21R,DDY00AC01221R,DDY00AC01321R,DDY00AC01S21R,DDY00AM01221R,DDY00AM01321R,DDY00AM01S21R,DDY00AR01221R,DDY00AR01321R,DDY00AR01S21R,DDY00AS01221R,DDY00AS01321R,DDY00AS01S21R,DDY00AW01221R,DDY00AW01321R,DDY00AW01S21R,DDZ00A001221R,DDZ00A001321R,DDZ00A001S21R,DDZ00AC01221R,DDZ00AC01321R,DDZ00AC01S21R,DDZ00AM01221R,DDZ00AM01321R,DDZ00AM01S21R,DDZ00AR01221R,DDZ00AR01321R,DDZ00AR01S21R,DDZ00AS01221R,DDZ00AS01321R,DDZ00AS01S21R,DDZ00AW01221R,DDZ00AW01321R,DDZ00AW01S21R,DISTNAME,DNB00A001221R,DNB00A001321R,DNB00A001S21R,DNB00AC01221R,DNB00AC01321R,DNB00AC01S21R,DNB00AM01221R,DNB00AM01321R,DNB00AM01S21R,DNB00AR01221R,DNB00AR01321R,DNB00AR01S21R,DNB00AS01221R,DNB00AS01321R,DNB00AS01S21R,DNB00AW01221R,DNB00AW01321R,DNB00AW01S21R,DNE00A001221R,DNE00A001321R,DNE00A001S21R,DNE00AC01221R,DNE00AC01321R,DNE00AC01S21R,DNE00AM01221R,DNE00AM01321R,DNE00AM01S21R,DNE00AR01221R,DNE00AR01321R,DNE00AR01S21R,DNE00AS01221R,DNE00AS01321R,DNE00AS01S21R,DNE00AW01221R,DNE00AW01321R,DNE00AW01S21R,DNN00A001221R,DNN00A001321R,DNN00A001S21R,DNN00AC01221R,DNN00AC01321R,DNN00AC01S21R,DNN00AM01221R,DNN00AM01321R,DNN00AM01S21R,DNN00AR01221R,DNN00AR01321R,DNN00AR01S21R,DNN00AS01221R,DNN00AS01321R,DNN00AS01S21R,DNN00AW01221R,DNN00AW01321R,DNN00AW01S21R,DNT00A001221R,DNT00A001321R,DNT00A001S21R,DNT00AC01221R,DNT00AC01321R,DNT00AC01S21R,DNT00AM01221R,DNT00AM01321R,DNT00AM01S21R,DNT00AR01221R,DNT00AR01321R,DNT00AR01S21R,DNT00AS01221R,DNT00AS01321R,DNT00AS01S21R,DNT00AW01221R,DNT00AW01321R,DNT00AW01S21R
"'233901",31,11,59,30,10,60,25,9,54,36,11,62,43,24,65,21,4,51,8,2,27,9,3,32,10,3,31,7,1,24,10,3,30,1,1,10,7,2,26,6,1,19,8,2,34,7,1,26,.,.,.,2,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,27,7,3,26,9,3,31,8,1,26,9,3,30,2,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,27,6,3,19,10,3,32,9,2,29,.,.,.,3,1,13,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,.,.,.,.,.,.,5,1,24,7,3,33,6,2,27,5,1,22,6,1,30,1,1,10,6,1,26,0,0,40,3,0,23,12,2,31,-1,-1,-1,0,0,11,"SAN FELIPE-DEL RIO CISD",9,3,27,6,4,17,12,3,28,10,3,32,.,.,.,3,0,17,12,4,32,11,3,31,16,6,36,10,2,29,13,5,31,0,0,17,35,13,63,33,11,64,27,10,57,40,14,68,47,27,69,25,5,57,39,13,72,38,12,75,33,13,64,46,12,76,52,25,74,20,2,70
"'233903",48,24,75,60,30,84,32,15,67,58,30,80,54,32,86,38,13,64,15,0,54,.,.,.,20,0,40,17,0,67,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,54,.,.,.,20,0,40,17,0,67,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COMSTOCK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,54,.,.,.,20,0,40,17,0,67,.,.,.,-1,-1,-1,49,25,76,60,31,83,34,16,70,61,32,80,50,31,85,39,14,64,38,8,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'234801",33,4,57,25,0,63,13,0,63,43,4,57,29,7,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RANCH ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,4,57,25,0,63,13,0,63,43,4,57,29,7,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'234902",54,25,81,59,31,86,49,23,82,58,26,81,64,39,84,39,8,67,20,6,58,29,6,59,16,7,70,23,6,53,13,0,50,10,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,6,58,29,6,59,16,7,70,23,6,53,13,0,50,10,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,7,53,23,8,46,16,8,66,21,8,49,0,0,50,11,0,33,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CANTON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,0,94,-1,-1,-1,20,0,100,43,0,86,-1,-1,-1,-1,-1,-1,55,26,82,60,31,87,50,23,83,59,27,83,65,40,85,40,8,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'234903",45,15,78,50,13,84,36,13,74,50,18,78,49,18,79,41,11,77,18,3,52,17,0,67,22,0,44,27,9,45,0,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,52,17,0,67,22,0,44,27,9,45,0,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,20,3,53,20,0,60,25,0,50,30,10,50,0,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EDGEWOOD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,15,78,52,13,84,36,14,75,51,18,79,51,18,80,41,11,77,37,17,80,29,14,86,40,10,80,42,25,83,-1,-1,-1,-1,-1,-1
"'234904",39,14,68,37,12,69,39,15,68,37,11,64,60,31,83,32,5,61,10,2,42,4,0,50,17,4,47,8,3,37,0,0,42,4,0,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,44,6,0,52,20,4,50,10,3,39,8,0,46,4,0,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,8,57,0,0,80,41,12,59,24,12,53,.,.,.,20,0,20,5,1,37,6,0,33,9,2,43,3,0,33,0,0,42,0,0,35,50,0,79,-1,-1,-1,-1,-1,-1,40,0,60,-1,-1,-1,-1,-1,-1,"GRAND SALINE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,16,70,40,15,71,40,16,70,40,13,66,65,34,86,38,6,65,55,16,91,56,6,88,70,33,100,50,6,91,50,25,88,33,11,78
"'234905",55,27,82,52,25,80,60,31,87,56,23,81,61,47,82,35,10,69,27,8,58,10,0,20,32,10,77,30,6,58,0,0,17,33,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,8,58,10,0,20,32,10,77,30,6,58,0,0,17,33,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,8,58,10,0,20,32,10,77,30,6,58,0,0,17,33,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MARTINS MILL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,31,85,57,29,86,64,35,89,60,27,84,68,54,89,36,8,72,59,12,94,-1,-1,-1,-1,-1,-1,60,0,100,40,20,80,.,.,.
"'234906",43,16,71,46,17,75,41,16,72,45,16,71,42,20,70,32,7,63,16,4,43,19,3,39,21,7,56,15,4,40,11,0,21,6,0,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,44,18,3,39,22,8,57,15,4,40,15,5,25,6,0,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,18,4,46,21,3,41,22,7,56,17,5,45,14,0,29,6,0,36,29,29,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"VAN ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,17,73,48,18,77,43,17,73,47,17,73,45,21,74,35,8,65,46,14,83,59,21,83,47,18,91,45,10,82,36,12,68,40,10,90
"'234907",36,13,66,47,20,76,33,13,67,37,13,63,42,15,69,23,6,52,16,5,48,26,8,51,16,7,55,16,4,45,14,4,39,9,0,38,18,5,58,.,.,.,21,5,63,16,5,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,49,24,5,48,16,7,57,17,5,48,14,3,41,10,0,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,52,14,0,36,19,8,63,19,8,52,.,.,.,13,0,33,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,16,5,48,26,8,51,16,7,55,16,4,46,14,4,39,9,0,38,19,0,59,40,0,60,0,0,56,33,0,67,-1,-1,-1,-1,-1,-1,"WILLS POINT ISD",17,7,49,14,0,36,17,10,62,21,10,52,.,.,.,13,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,67,48,21,78,35,13,68,38,14,64,45,16,72,25,7,54,68,29,93,80,35,100,66,31,97,73,30,95,50,17,75,43,14,86
"'234909",34,11,63,43,17,73,27,9,61,38,10,63,42,22,71,21,0,50,9,0,39,0,0,43,20,0,50,8,0,33,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,40,0,0,40,11,0,44,18,0,36,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,39,0,0,43,20,0,50,8,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,"FRUITVALE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,11,64,47,19,75,27,9,62,39,11,64,43,23,72,22,0,51,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'235901",15,4,40,13,2,46,11,4,36,19,3,42,24,9,41,10,0,37,10,1,36,3,0,40,9,1,35,13,3,40,5,0,11,17,0,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1,36,3,0,40,9,1,34,12,2,39,5,0,11,17,0,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,3,27,.,.,.,20,0,33,7,7,20,.,.,.,.,.,.,8,2,36,0,0,45,6,3,39,14,2,43,6,0,13,11,0,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BLOOMINGTON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,1,39,7,0,33,7,0,33,14,2,43,-1,-1,-1,20,0,60,16,4,40,16,2,46,10,4,35,20,4,41,28,11,47,8,0,35,52,24,92,-1,-1,-1,50,38,88,70,10,90,-1,-1,-1,-1,-1,-1
"'235902",30,12,56,33,12,61,24,10,51,35,13,59,37,21,61,21,4,51,12,3,40,14,1,48,11,4,40,14,3,40,11,4,30,4,0,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,3,42,12,1,46,12,4,41,16,4,43,12,4,32,5,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,5,46,.,.,.,16,3,38,27,8,54,.,.,.,0,0,50,20,6,52,4,0,38,18,6,50,30,9,58,.,.,.,9,0,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,2,39,14,1,46,10,3,41,14,2,38,11,4,32,5,0,34,12,0,32,-1,-1,-1,14,0,29,9,0,27,-1,-1,-1,-1,-1,-1,"VICTORIA ISD",20,6,56,4,0,38,20,8,59,31,10,61,.,.,.,11,0,56,13,4,42,13,2,51,13,6,34,15,4,47,14,0,14,0,0,44,31,13,57,34,13,62,25,10,51,36,14,60,38,22,62,22,4,51,51,19,84,47,29,87,45,19,77,60,18,86,45,20,80,45,13,90
"'235904",66,41,94,43,14,90,73,55,96,75,43,98,.,.,.,50,23,82,60,40,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,40,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NURSERY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,67,41,94,43,14,90,74,56,96,76,43,98,.,.,.,48,24,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'236801",0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RAVEN SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,10,0,0,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'236802",60,33,81,50,23,65,65,39,86,61,35,83,.,.,.,47,11,69,13,13,44,-1,-1,-1,17,17,50,17,17,50,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,26,53,-1,-1,-1,29,29,57,29,29,57,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,20,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,0,0,33,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,"SAM HOUSTON STATE UNIVERSITY CHART",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,34,83,52,22,70,67,39,87,62,36,84,.,.,.,50,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'236901",41,16,73,32,10,70,37,14,72,50,22,75,45,20,76,31,8,64,17,8,44,21,7,43,24,8,52,13,10,43,0,0,20,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,8,41,21,7,43,24,8,48,13,10,40,0,0,20,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,31,15,51,30,10,60,42,17,58,27,20,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"NEW WAVERLY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,30,-1,-1,-1,10,0,40,0,0,33,-1,-1,-1,-1,-1,-1,42,17,74,32,11,72,38,14,73,52,23,77,47,21,78,32,9,64,56,9,91,-1,-1,-1,56,0,89,85,23,100,-1,-1,-1,-1,-1,-1
"'236902",34,12,60,36,12,64,25,9,56,39,13,63,43,23,69,19,3,44,12,3,38,13,3,42,11,3,42,13,4,36,16,4,37,6,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,38,11,2,34,14,5,45,12,3,36,17,4,41,5,1,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,4,35,2,0,12,18,9,47,9,1,31,.,.,.,4,0,20,13,6,31,.,.,.,14,7,29,14,7,43,.,.,.,-1,-1,-1,11,3,39,12,2,41,10,3,44,13,4,37,14,2,36,5,0,26,17,4,47,16,0,32,21,5,52,16,6,50,25,0,75,6,0,18,"HUNTSVILLE ISD",11,4,35,2,0,12,18,9,47,9,1,31,.,.,.,4,0,20,12,3,36,18,4,43,11,2,40,9,3,26,20,7,45,11,5,53,36,13,63,39,14,67,26,10,57,43,14,66,46,26,71,21,4,47,49,14,79,48,14,82,38,12,70,59,16,86,44,18,77,34,3,66
"'237902",18,5,41,19,5,46,16,6,41,21,6,42,21,7,44,9,2,27,5,2,24,5,2,28,8,3,28,4,3,23,0,0,13,9,5,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,29,7,1,28,12,5,35,7,2,28,2,2,14,7,2,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4,34,.,.,.,20,9,45,6,2,27,.,.,.,6,0,23,10,3,33,0,0,24,16,7,42,9,2,31,.,.,.,6,0,23,18,18,36,11,11,44,25,25,33,17,17,33,.,.,.,.,.,.,4,1,23,4,0,25,6,1,28,3,1,23,0,0,13,9,5,23,27,4,41,44,0,44,27,7,47,24,0,47,-1,-1,-1,0,0,0,"HEMPSTEAD ISD",8,2,33,0,0,24,9,3,35,15,3,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,6,43,24,5,50,16,6,41,24,7,45,26,9,51,10,3,27,42,7,80,38,13,88,39,6,83,54,5,86,36,11,64,11,0,67
"'237904",36,15,65,45,20,74,31,12,64,37,14,65,49,27,74,24,6,50,18,6,47,24,9,59,16,5,48,18,5,45,25,12,53,8,1,31,24,11,55,3,0,41,34,17,65,20,10,52,.,.,.,13,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,48,23,9,58,18,7,51,18,5,46,26,12,53,8,1,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,11,55,3,0,41,34,17,65,20,10,52,.,.,.,13,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,6,47,24,9,59,16,5,48,18,5,45,25,12,53,8,1,31,30,17,70,-1,-1,-1,13,13,75,25,13,50,-1,-1,-1,-1,-1,-1,"WALLER ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,18,71,53,25,79,35,14,69,43,17,71,55,30,79,30,8,56,59,23,89,65,27,93,48,19,85,65,23,89,65,37,91,47,10,92
