DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD000AC01221R,DD000AC01321R,DD000AC01S21R,DD000AM01221R,DD000AM01321R,DD000AM01S21R,DD000AR01221R,DD000AR01321R,DD000AR01S21R,DD000AS01221R,DD000AS01321R,DD000AS01S21R,DD000AW01221R,DD000AW01321R,DD000AW01S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD200AC01221R,DD200AC01321R,DD200AC01S21R,DD200AM01221R,DD200AM01321R,DD200AM01S21R,DD200AR01221R,DD200AR01321R,DD200AR01S21R,DD200AS01221R,DD200AS01321R,DD200AS01S21R,DD200AW01221R,DD200AW01321R,DD200AW01S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD300AC01221R,DD300AC01321R,DD300AC01S21R,DD300AM01221R,DD300AM01321R,DD300AM01S21R,DD300AR01221R,DD300AR01321R,DD300AR01S21R,DD300AS01221R,DD300AS01321R,DD300AS01S21R,DD300AW01221R,DD300AW01321R,DD300AW01S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DD400AC01221R,DD400AC01321R,DD400AC01S21R,DD400AM01221R,DD400AM01321R,DD400AM01S21R,DD400AR01221R,DD400AR01321R,DD400AR01S21R,DD400AS01221R,DD400AS01321R,DD400AS01S21R,DD400AW01221R,DD400AW01321R,DD400AW01S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDA00AC01221R,DDA00AC01321R,DDA00AC01S21R,DDA00AM01221R,DDA00AM01321R,DDA00AM01S21R,DDA00AR01221R,DDA00AR01321R,DDA00AR01S21R,DDA00AS01221R,DDA00AS01321R,DDA00AS01S21R,DDA00AW01221R,DDA00AW01321R,DDA00AW01S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDB00AC01221R,DDB00AC01321R,DDB00AC01S21R,DDB00AM01221R,DDB00AM01321R,DDB00AM01S21R,DDB00AR01221R,DDB00AR01321R,DDB00AR01S21R,DDB00AS01221R,DDB00AS01321R,DDB00AS01S21R,DDB00AW01221R,DDB00AW01321R,DDB00AW01S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDE00AC01221R,DDE00AC01321R,DDE00AC01S21R,DDE00AM01221R,DDE00AM01321R,DDE00AM01S21R,DDE00AR01221R,DDE00AR01321R,DDE00AR01S21R,DDE00AS01221R,DDE00AS01321R,DDE00AS01S21R,DDE00AW01221R,DDE00AW01321R,DDE00AW01S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDF00AC01221R,DDF00AC01321R,DDF00AC01S21R,DDF00AM01221R,DDF00AM01321R,DDF00AM01S21R,DDF00AR01221R,DDF00AR01321R,DDF00AR01S21R,DDF00AS01221R,DDF00AS01321R,DDF00AS01S21R,DDF00AW01221R,DDF00AW01321R,DDF00AW01S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDH00AC01221R,DDH00AC01321R,DDH00AC01S21R,DDH00AM01221R,DDH00AM01321R,DDH00AM01S21R,DDH00AR01221R,DDH00AR01321R,DDH00AR01S21R,DDH00AS01221R,DDH00AS01321R,DDH00AS01S21R,DDH00AW01221R,DDH00AW01321R,DDH00AW01S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDI00AC01221R,DDI00AC01321R,DDI00AC01S21R,DDI00AM01221R,DDI00AM01321R,DDI00AM01S21R,DDI00AR01221R,DDI00AR01321R,DDI00AR01S21R,DDI00AS01221R,DDI00AS01321R,DDI00AS01S21R,DDI00AW01221R,DDI00AW01321R,DDI00AW01S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDL00AC01221R,DDL00AC01321R,DDL00AC01S21R,DDL00AM01221R,DDL00AM01321R,DDL00AM01S21R,DDL00AR01221R,DDL00AR01321R,DDL00AR01S21R,DDL00AS01221R,DDL00AS01321R,DDL00AS01S21R,DDL00AW01221R,DDL00AW01321R,DDL00AW01S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDM00AC01221R,DDM00AC01321R,DDM00AC01S21R,DDM00AM01221R,DDM00AM01321R,DDM00AM01S21R,DDM00AR01221R,DDM00AR01321R,DDM00AR01S21R,DDM00AS01221R,DDM00AS01321R,DDM00AS01S21R,DDM00AW01221R,DDM00AW01321R,DDM00AW01S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDR00AC01221R,DDR00AC01321R,DDR00AC01S21R,DDR00AM01221R,DDR00AM01321R,DDR00AM01S21R,DDR00AR01221R,DDR00AR01321R,DDR00AR01S21R,DDR00AS01221R,DDR00AS01321R,DDR00AS01S21R,DDR00AW01221R,DDR00AW01321R,DDR00AW01S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDS00AC01221R,DDS00AC01321R,DDS00AC01S21R,DDS00AM01221R,DDS00AM01321R,DDS00AM01S21R,DDS00AR01221R,DDS00AR01321R,DDS00AR01S21R,DDS00AS01221R,DDS00AS01321R,DDS00AS01S21R,DDS00AW01221R,DDS00AW01321R,DDS00AW01S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DDW00AC01221R,DDW00AC01321R,DDW00AC01S21R,DDW00AM01221R,DDW00AM01321R,DDW00AM01S21R,DDW00AR01221R,DDW00AR01321R,DDW00AR01S21R,DDW00AS01221R,DDW00AS01321R,DDW00AS01S21R,DDW00AW01221R,DDW00AW01321R,DDW00AW01S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNC00AC01221R,DNC00AC01321R,DNC00AC01S21R,DNC00AM01221R,DNC00AM01321R,DNC00AM01S21R,DNC00AR01221R,DNC00AR01321R,DNC00AR01S21R,DNC00AS01221R,DNC00AS01321R,DNC00AS01S21R,DNC00AW01221R,DNC00AW01321R,DNC00AW01S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNM00AC01221R,DNM00AC01321R,DNM00AC01S21R,DNM00AM01221R,DNM00AM01321R,DNM00AM01S21R,DNM00AR01221R,DNM00AR01321R,DNM00AR01S21R,DNM00AS01221R,DNM00AS01321R,DNM00AS01S21R,DNM00AW01221R,DNM00AW01321R,DNM00AW01S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R,DNS00AC01221R,DNS00AC01321R,DNS00AC01S21R,DNS00AM01221R,DNS00AM01321R,DNS00AM01S21R,DNS00AR01221R,DNS00AR01321R,DNS00AR01S21R,DNS00AS01221R,DNS00AS01321R,DNS00AS01S21R,DNS00AW01221R,DNS00AW01321R,DNS00AW01S21R
"'016902",14,3,51,8,0,63,16,0,49,17,7,52,13,7,33,7,0,57,33,17,67,-1,-1,-1,40,20,60,33,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,19,76,62,26,83,43,16,77,49,18,75,56,33,82,27,6,57,5,0,16,-1,-1,-1,17,0,33,0,0,17,-1,-1,-1,-1,-1,-1,31,11,62,37,10,68,30,10,64,31,11,60,42,21,68,21,4,51,47,19,77,55,22,79,41,14,76,53,22,78,47,25,80,31,9,68,39,13,70,48,15,79,36,9,70,41,12,69,48,26,76,17,5,51,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,2,43,5,0,62,16,0,41,9,2,43,8,8,25,0,0,33,49,20,75,68,30,86,46,18,77,45,15,72,65,40,83,23,4,47,20,3,52,28,3,60,17,3,49,18,1,49,34,10,66,3,3,27,16,3,33,18,5,36,16,1,35,13,3,32,36,14,57,10,3,20,56,25,82,77,37,89,50,22,83,57,23,81,66,40,90,35,8,62,"BLANCO ISD",50,19,77,62,28,83,45,16,79,51,18,76,56,31,83,30,6,60,44,19,72,63,21,82,40,16,72,42,17,73,57,39,78,19,7,50,54,11,89,-1,-1,-1,67,11,100,46,8,85,43,29,86,-1,-1,-1
"'017901",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,30,92,67,24,93,59,34,90,66,36,95,48,17,97,44,13,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,12,91,59,6,94,41,15,87,53,16,93,17,0,100,33,0,89,67,37,94,70,27,93,62,38,92,77,47,95,50,20,95,58,33,100,44,12,88,56,0,89,33,28,78,60,10,95,33,0,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,55,23,90,64,20,92,57,30,89,57,26,94,44,11,100,35,0,70,36,6,91,43,14,86,22,0,100,60,10,80,0,0,100,-1,-1,-1,45,17,76,-1,-1,-1,50,30,70,50,20,80,-1,-1,-1,-1,-1,-1,63,33,92,69,29,93,63,34,92,67,41,94,52,22,96,48,15,81,"BORDEN COUNTY ISD",66,32,92,78,28,95,64,37,90,71,37,93,54,21,100,50,9,82,46,24,91,40,13,87,47,23,90,56,33,97,20,0,80,30,20,80,90,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'018901",20,6,49,13,8,54,26,9,57,17,4,46,45,9,55,5,0,23,22,8,51,13,7,47,13,0,54,29,13,45,36,18,64,25,0,50,76,41,82,-1,-1,-1,80,20,80,80,60,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,46,19,74,52,25,76,42,16,76,46,18,72,63,36,82,31,5,59,24,8,52,20,20,20,29,0,71,13,0,50,-1,-1,-1,-1,-1,-1,31,10,63,32,14,64,30,9,67,30,9,62,49,25,75,17,0,42,50,20,77,49,22,78,48,17,76,51,23,79,56,29,77,44,5,71,34,12,65,35,13,66,33,8,68,34,12,67,56,32,82,16,2,34,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,19,5,38,7,7,43,25,10,50,15,2,30,50,0,50,8,0,17,43,18,71,54,27,75,38,15,76,41,14,66,69,43,86,22,5,50,21,6,54,22,9,57,21,7,57,20,5,51,35,11,65,9,0,34,24,10,47,24,17,57,24,9,48,22,9,46,29,10,52,21,4,29,56,26,82,66,33,87,51,24,84,56,23,79,70,41,85,45,8,78,"CLIFTON ISD",47,21,74,55,27,78,42,17,77,47,19,72,66,43,82,32,6,55,42,14,73,42,19,69,43,14,72,42,15,72,52,9,82,29,0,75,60,56,88,-1,-1,-1,50,50,88,50,50,75,-1,-1,-1,-1,-1,-1
"'018902",26,12,45,-1,-1,-1,29,14,43,27,7,40,-1,-1,-1,14,0,57,36,14,86,-1,-1,-1,43,29,71,33,0,89,-1,-1,-1,-1,-1,-1,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,11,66,30,11,75,29,12,58,40,12,71,31,13,65,29,5,62,18,6,47,-1,-1,-1,0,0,50,33,17,67,-1,-1,-1,-1,-1,-1,26,7,60,24,9,65,22,6,52,30,8,68,24,12,56,27,2,55,38,12,72,32,11,84,29,10,63,45,16,75,44,12,76,37,7,80,20,2,56,15,0,70,18,1,50,25,2,59,24,10,57,13,0,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,12,45,-1,-1,-1,29,14,43,27,7,40,-1,-1,-1,14,0,57,31,11,61,30,11,70,30,13,55,36,9,68,21,14,55,21,3,45,20,4,53,19,5,52,15,3,42,27,4,64,21,9,53,12,0,46,21,2,42,63,13,75,14,0,28,23,0,43,17,17,83,0,0,29,42,16,71,35,13,77,37,18,63,48,17,76,38,14,69,39,8,72,"MERIDIAN ISD",34,12,66,35,16,78,29,13,57,40,13,74,35,16,68,22,4,60,33,8,63,21,0,68,31,10,63,37,10,61,24,6,59,54,8,69,17,0,48,-1,-1,-1,43,0,43,13,0,50,-1,-1,-1,-1,-1,-1
"'018903",19,9,50,-1,-1,-1,20,20,40,8,0,50,-1,-1,-1,20,0,40,0,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,9,60,43,0,83,26,15,59,29,4,55,52,24,81,14,5,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,8,57,35,0,76,22,12,55,27,3,52,53,27,87,16,5,42,29,6,64,43,0,79,21,9,61,27,2,61,50,17,83,20,10,40,37,12,68,53,0,93,33,23,67,35,4,62,64,36,93,8,0,38,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,17,7,47,-1,-1,-1,20,20,40,8,0,50,-1,-1,-1,20,0,40,33,12,56,44,0,89,32,21,57,32,5,49,56,33,78,9,0,36,11,3,39,33,0,67,7,7,33,9,0,38,17,17,67,9,0,18,6,4,21,-1,-1,-1,0,0,20,10,5,20,-1,-1,-1,17,17,17,24,3,55,33,0,83,18,0,53,24,5,52,29,0,57,29,14,43,"MORGAN ISD",33,10,56,56,0,81,28,18,51,27,2,50,56,31,88,8,0,23,28,7,68,14,0,86,23,9,73,33,7,63,40,0,60,25,13,63,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'018904",28,11,60,50,17,58,29,17,63,23,7,63,-1,-1,-1,0,0,20,35,13,74,-1,-1,-1,36,18,82,25,8,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,45,15,73,50,13,77,43,18,74,48,13,74,45,24,69,33,5,65,0,0,16,-1,-1,-1,0,0,20,0,0,33,-1,-1,-1,-1,-1,-1,37,12,67,37,15,69,34,15,66,43,11,70,35,10,58,29,2,59,48,18,74,44,11,70,43,20,73,54,17,77,40,26,65,58,10,83,36,12,68,41,18,71,34,14,67,41,9,72,40,20,67,0,0,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,5,53,44,11,56,25,10,55,16,0,56,-1,-1,-1,-1,-1,-1,42,13,73,54,15,84,43,16,75,42,9,72,50,23,73,10,0,49,23,4,48,28,6,44,20,5,46,26,2,56,18,9,45,18,0,27,19,4,36,15,0,46,18,7,38,22,2,35,23,0,38,9,9,18,50,16,76,54,11,82,47,20,77,53,15,76,47,26,73,41,7,70,"VALLEY MILLS ISD",46,16,74,51,15,78,45,19,77,50,15,75,41,20,67,30,5,66,43,12,70,46,8,77,37,14,65,44,10,73,59,41,76,40,4,64,58,16,74,-1,-1,-1,67,33,83,57,0,71,-1,-1,-1,-1,-1,-1
"'018905",18,3,59,8,0,42,24,0,67,22,7,59,14,0,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,6,60,30,5,54,26,4,58,33,6,63,40,20,80,9,0,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,4,58,24,3,52,22,0,54,28,6,60,33,15,78,12,0,41,27,7,60,21,7,50,21,6,53,38,5,68,44,22,89,0,0,45,25,7,61,21,7,52,25,4,58,29,10,65,33,11,83,10,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,59,8,0,42,24,0,67,22,7,59,14,0,100,-1,-1,-1,31,6,61,35,4,57,30,2,62,29,7,60,38,19,76,18,0,36,23,4,54,21,0,46,25,0,54,22,6,55,28,12,76,8,0,31,8,0,17,11,0,11,10,0,25,4,0,13,14,0,29,0,0,0,36,6,58,63,0,63,30,4,59,39,0,58,50,33,75,9,0,36,"WALNUT SPRINGS ISD",29,7,60,28,6,53,24,3,56,32,8,62,42,21,79,12,0,47,31,4,63,40,0,60,33,7,67,33,0,67,33,17,83,0,0,20,43,7,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'018906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,69,39,13,71,30,11,63,52,20,73,54,31,85,19,0,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,11,64,33,8,71,24,10,59,43,17,67,33,11,78,13,0,50,43,15,74,46,15,77,22,4,63,62,26,76,60,20,100,22,0,78,25,9,57,0,0,63,18,5,55,42,17,58,-1,-1,-1,14,0,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,15,66,33,11,67,34,16,64,45,15,70,50,38,75,17,0,50,24,8,55,14,7,64,8,3,49,41,15,56,43,14,71,17,0,50,17,6,36,17,0,50,19,13,31,19,6,31,20,0,60,-1,-1,-1,45,17,74,50,18,73,35,15,67,55,20,79,63,38,88,21,0,71,"IREDELL ISD",46,18,77,42,17,75,35,15,69,60,22,83,55,36,82,24,0,76,24,7,49,29,0,57,17,4,52,30,13,48,-1,-1,-1,-1,-1,-1,50,10,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'018907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,9,59,36,8,72,26,6,50,45,11,65,26,13,48,23,5,55,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,33,7,58,34,7,72,22,4,49,46,9,67,24,12,47,22,0,44,29,5,55,23,0,69,15,6,47,49,5,67,22,11,33,11,0,33,33,8,63,-1,-1,-1,25,0,50,50,25,63,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,11,61,43,13,74,33,6,52,43,16,64,29,14,57,31,8,69,20,2,39,40,0,60,0,0,25,31,6,38,20,0,60,17,0,33,4,0,14,0,0,0,0,0,11,5,0,16,13,0,38,0,0,0,35,9,59,36,9,70,26,6,51,45,10,66,25,15,45,26,5,58,"KOPPERL ISD",33,7,55,40,10,80,20,4,40,43,10,62,27,0,55,29,7,43,36,11,64,31,6,63,33,8,64,49,13,69,25,25,42,13,0,75,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'018908",13,0,87,-1,-1,-1,20,0,100,20,0,60,-1,-1,-1,-1,-1,-1,40,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,12,71,45,9,77,41,11,69,43,14,70,36,18,82,35,10,65,60,20,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,15,67,29,14,64,42,16,67,38,13,66,50,25,88,25,8,58,50,15,77,54,15,77,35,12,65,62,21,85,40,0,100,50,10,80,34,11,72,-1,-1,-1,45,20,80,33,5,67,-1,-1,-1,17,17,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0,87,-1,-1,-1,20,0,100,20,0,60,-1,-1,-1,-1,-1,-1,32,10,63,33,0,78,47,10,73,24,8,55,33,33,67,20,10,50,28,5,64,20,0,70,32,7,66,29,6,60,14,0,71,21,0,64,10,0,38,-1,-1,-1,33,0,78,0,0,9,-1,-1,-1,-1,-1,-1,44,11,70,50,11,83,38,5,63,46,15,71,50,25,75,38,8,69,"CRANFILLS GAP ISD",41,13,72,53,6,76,37,12,69,44,17,71,25,13,88,38,13,69,42,9,67,20,20,80,54,8,69,39,6,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'019901",15,1,47,7,0,40,25,5,60,13,0,43,22,0,22,0,0,80,24,9,52,0,0,46,38,7,76,18,9,39,43,14,43,18,18,36,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,14,71,33,10,69,44,16,81,39,16,65,34,18,59,33,8,72,20,5,54,15,3,46,26,4,72,24,8,47,0,0,42,7,0,60,30,8,63,25,8,62,35,6,74,30,10,57,24,13,46,24,1,66,40,14,75,29,4,74,46,14,86,44,19,71,29,10,63,35,14,71,29,10,62,22,7,63,38,11,74,22,9,55,31,15,38,37,11,74,14,14,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,12,1,44,0,0,36,21,5,58,14,0,41,13,0,13,0,0,80,38,15,67,36,14,66,43,17,77,35,13,59,39,25,56,31,3,74,18,6,51,9,3,30,25,5,65,16,7,47,25,10,35,13,7,57,19,7,38,0,0,35,32,11,53,16,9,32,0,0,11,29,7,36,49,19,80,46,14,83,51,21,86,51,20,76,45,25,70,40,8,80,"DEKALB ISD",40,15,71,32,9,66,45,18,82,41,17,64,38,20,64,35,8,76,35,11,70,36,11,80,42,11,80,34,13,65,19,8,42,29,7,66,14,3,50,14,0,57,25,8,67,8,0,42,-1,-1,-1,-1,-1,-1
"'019902",41,15,83,-1,-1,-1,57,14,86,41,12,82,-1,-1,-1,-1,-1,-1,42,17,75,37,11,68,44,17,78,40,17,77,45,18,82,46,23,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,19,79,40,9,76,47,19,78,56,22,82,53,29,81,47,15,74,32,10,64,23,12,54,23,7,68,42,11,66,22,6,61,50,17,67,44,15,74,31,7,71,41,14,74,48,17,77,51,22,76,44,16,70,52,19,82,41,8,80,49,17,79,59,24,86,52,21,81,57,25,80,48,19,80,30,10,85,46,15,77,59,20,84,50,33,75,33,22,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,13,83,-1,-1,-1,57,14,86,41,12,82,-1,-1,-1,-1,-1,-1,47,19,76,39,11,72,45,21,77,52,20,78,54,37,81,38,6,68,24,4,61,14,0,63,27,4,65,29,5,62,24,8,57,14,6,44,19,4,46,10,0,50,20,2,48,26,7,46,9,0,45,11,5,37,55,22,83,45,9,80,52,22,80,60,25,85,61,34,86,48,13,78,"HOOKS ISD",51,19,80,42,10,79,49,18,80,56,23,83,50,27,79,48,16,75,48,19,77,35,8,70,42,21,75,54,21,80,64,36,88,43,11,71,43,13,77,33,22,56,37,11,68,45,15,85,-1,-1,-1,63,0,88
"'019903",20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,45,29,63,40,40,80,57,29,71,47,33,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,54,22,81,60,23,93,54,26,82,59,22,80,42,18,73,35,13,69,40,23,81,45,27,100,44,25,81,50,25,81,14,14,71,-1,-1,-1,52,19,81,60,27,90,52,20,82,57,18,81,41,22,70,29,6,68,54,23,84,51,23,91,55,26,83,56,24,85,52,14,83,47,16,68,56,12,79,-1,-1,-1,62,8,85,60,13,87,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,54,22,79,65,24,94,54,26,81,60,20,76,32,23,65,28,11,69,30,2,64,40,0,88,34,3,66,31,2,57,11,0,50,-1,-1,-1,42,10,58,38,0,88,50,15,62,41,10,55,22,0,22,43,14,71,56,22,82,64,22,95,55,27,82,61,22,81,47,18,76,38,14,74,"MAUD ISD",55,23,82,61,23,94,56,27,84,59,23,80,45,19,72,39,16,73,49,19,78,57,24,90,47,21,74,60,19,81,31,15,77,18,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'019905",25,7,63,13,13,88,26,0,63,32,9,64,-1,-1,-1,0,0,33,39,14,65,37,14,71,34,14,60,45,16,69,29,10,62,41,12,53,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,38,15,65,45,20,76,34,14,64,39,14,63,49,23,78,23,4,48,23,9,52,19,10,60,21,8,50,23,10,46,38,17,71,19,0,37,31,10,60,37,16,72,29,9,59,33,11,58,40,14,72,18,3,41,41,15,68,44,19,79,36,14,65,44,18,68,45,14,74,35,6,52,41,15,73,48,26,87,29,10,69,48,15,72,71,29,86,11,0,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,25,7,63,13,13,88,26,0,63,32,9,64,-1,-1,-1,0,0,33,36,15,63,46,22,74,33,14,64,36,11,59,54,32,83,15,3,46,19,5,48,23,7,62,18,5,48,18,3,42,37,15,70,9,1,32,23,8,39,28,9,55,19,5,33,21,8,30,34,10,66,25,11,36,43,17,69,58,25,82,40,16,69,43,15,66,57,28,85,23,5,50,"NEW BOSTON ISD",40,17,66,49,22,78,37,16,66,40,15,62,52,26,80,25,5,48,32,11,63,33,16,72,27,10,60,39,11,64,38,13,72,19,2,49,29,6,60,40,40,80,37,0,63,26,5,63,-1,-1,-1,0,0,25
"'019906",21,0,58,-1,-1,-1,18,0,64,17,0,50,-1,-1,-1,0,0,40,45,22,75,67,33,100,43,19,90,43,22,65,40,20,80,40,20,50,100,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,63,88,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,26,81,59,31,86,58,31,85,52,20,76,59,39,84,34,8,70,19,8,52,14,0,57,15,5,55,27,14,45,14,14,71,17,0,33,48,22,77,54,27,85,52,24,83,44,20,70,60,32,81,33,9,68,56,25,82,58,23,83,58,28,83,57,25,81,55,32,82,41,9,77,34,10,68,-1,-1,-1,32,5,73,38,12,73,-1,-1,-1,25,13,50,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,6,0,44,-1,-1,-1,0,0,50,0,0,43,.,.,.,-1,-1,-1,52,26,80,60,38,90,59,33,87,47,15,72,62,44,86,29,7,64,27,7,63,36,8,71,33,8,73,24,5,52,30,15,70,15,2,54,19,10,44,20,7,33,20,14,50,14,7,41,27,13,47,26,5,42,56,27,82,60,32,87,61,33,87,54,21,78,62,41,86,35,7,74,"REDWATER ISD",56,26,82,62,32,90,61,32,87,52,20,77,59,38,83,37,7,71,50,24,77,51,28,77,53,27,81,51,21,75,60,40,89,29,10,69,27,7,73,-1,-1,-1,36,9,100,18,9,64,-1,-1,-1,-1,-1,-1
