DISTRICT,DEXPAVGP,DEXPHCNT,DISTNAME,DMSTAVGP,DMSTHCNT,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,DRECAVGP,DRECHCNT
"'101858",10028,51,"HARMONY PUBLIC SCHOOLS - HOUSTON NORTH",17966,16,66.4,81.4,360.2,52,692.1,0,0,4,0.6,116385,0,93.7,13.5,3.8,3.2,3.6,3.3,0,0,539.6,78,10,0,29.7,4.3,85686,50,12,57813,146.6,35.2,60203,122.9,29.5,63292,85.8,20.6,66877,9.9,2.4,67718,1,0.2,68750,43.5,10.5,271.5,65.2,13.5,3.2,69.6,16.7,7.7,1.9,6.9,318.4,76.5,5,1.2,80.7,19.4,0.6,0.1,14.2,97.8,23.5,136.2,32.7,0,0,1.3,0.3,8.5,2,1,0.2,343.6,82.6,27.9,6.7,3.3,416.2,60.1,62403,6,1.4,21.4,17,4.1,214.7,51.6,89.7,13,69119,0,58.8,8.5,5050,46
"'101859",.,.,"STEP CHARTER SCHOOL",.,.,55.8,70.9,68.2,81.7,83.4,0,0,0.8,0.9,147333,0,21.7,26.1,6,6,0,0,0,0,43.2,51.8,1,0,1,1.2,135357,7,17.8,58323,14,35.7,61614,10.5,26.8,68059,5,12.7,67314,2.7,7,64279,0,0,.,3,7.6,28.7,73.2,0,0,16,40.8,0,0,7,34.5,87.9,0,0,7.6,19.5,0,0,14.2,4.7,12.1,7.5,19.1,3,7.6,0,0,0,0,0,0,39.2,100,0,0,3.8,39.2,47,63664,0,0,19.5,0,0,12.6,32.1,2.3,2.7,93556,0,18.4,22.1,.,.
"'101861",.,.,"THE RHODES SCHOOL FOR PERFORMING ARTS",.,.,46.5,56.6,116.3,99.1,117.3,0,0,5,4.3,86932,0,14.3,12.2,3,3,1.5,1.5,0,0,82.2,70.1,2,0,6,5.1,80904,6.9,13.9,47826,16,32.2,46968,10.4,20.9,53816,14.4,29,56128,2,4,63449,0,0,.,0,0,35.7,71.9,0,0,47.7,96,11.6,23.4,8,40.7,81.9,0,0,2,4,0,0,12.2,9,18.1,14,28.1,0,0,0,0,0,0,0,0,36.9,74.2,1.2,2.4,3.9,49.7,42.4,51835,0,0,31,0,0,0,0,21.5,18.3,60362,0,20.8,17.7,.,.
"'101862",8660,46,"HARMONY PUBLIC SCHOOLS - HOUSTON WEST",16383,29,69.5,80.7,230.8,51.3,449.6,0,0,1,0.2,224700,0,46.2,10.3,4.3,2.8,5.4,5,0,0,361.1,80.3,4,1,22.6,5,87931,27.1,9.8,57533,112.5,40.8,60029,79.5,28.8,63589,49,17.7,66353,7,2.5,69536,1,0.4,68250,52.8,19.1,169.7,61.5,9.8,3.5,31.7,11.5,3.7,1.3,6.6,215.1,77.9,1.5,0.5,45.5,16.5,0,0,14.8,61,22.1,102.4,37.1,0,0,0.3,0.1,4,1.4,0,0,222.5,80.6,19.2,7,3.6,276.1,61.4,62202,4.3,1.6,21,19.1,6.9,141.7,51.3,61.5,13.7,66982,0,42.3,9.4,4368,30
"'101864",.,.,"THE LAWSON ACADEMY",.,.,53.4,66.7,25.5,98.9,25.8,0,0,1.5,5.8,81902,0,3,11.6,26,8,0,0,0,0,15.3,59.3,0,0,1,3.9,75205,0,0,.,3.5,29.9,55087,7,59.1,57529,1.3,10.9,60428,0,0,.,0,0,.,0,0,7.1,59.8,0,0,11.5,97.5,0,0,7.2,6.8,57.8,0,0,0,0,0,0,14.3,5,42.2,4.8,40.2,0,0,0,0,0,0,0,0,10.8,91.6,1,8.4,2.6,11.8,45.9,57115,0,0,53.6,0,0,0.3,2.5,1,3.8,58000,0,7.5,29,.,.
"'101868",.,.,"THE PRO-VISION ACADEMY",.,.,45.6,71.3,32,88.9,36,0,0,3,8.3,154183,0,0,0,12,1,0,0,0,0,31,86.1,1,0,3,8.3,82221,3,13.5,47890,11,50.1,52428,3,13.7,60164,2,9.1,61906,2,9.1,67529,1,4.6,74600,0,0,16,72.7,0,0,18,81.8,0,0,7.1,12,54.5,0,0,1,4.6,1,4.6,18.1,10,45.5,5,22.8,0,0,0,0,1,4.6,0,0,21,95.4,1,4.6,2.1,22,61.1,56116,1,4.6,55.2,0,0,1,4.6,3,8.3,74507,0,5,13.9,.,.
"'101870",-1,-1,"BETA ACADEMY",-1,-1,57.9,65.2,75.3,52.5,143.3,0,0,3.6,2.5,104899,0,35.3,24.6,1,1,3.7,3.7,0,0,88.3,61.6,0,0,1.5,1,73994,22.7,37,48326,27.4,44.7,55263,5.8,9.4,69165,3.8,6.2,70728,1.6,2.7,64587,0,0,.,1.7,2.8,45.7,74.4,1.1,1.8,11.1,18,4.6,7.4,3.8,46.5,75.7,0,0,14.3,23.3,0,0,21.1,14.9,24.3,15.7,25.6,0,0,0,0,0,0,0,0,52.2,85,2.3,3.8,1.5,61.4,42.9,55224,1,1.6,43.9,1.2,2,33.4,54.3,21.8,15.2,63520,0,19.7,13.8,.,.
"'101871",.,.,"A+ UNLIMITED POTENTIAL",.,.,46.6,73.8,12.8,76.1,16.8,0,0,2,11.9,107531,0,3.8,22.5,4,4,0,0,0,0,12,71.6,0,0,0.1,0.7,92550,1,11.3,59000,7.9,88.7,64687,0,0,.,0,0,.,0,0,.,0,0,.,0,0,6,67.6,0,0,5,56.3,0,0,1.6,5,56.3,0,0,2,22.5,0,0,16.3,3.9,43.7,2.9,32.4,0,0,0,0,0,0,0,0,8.9,100,0,0,1.2,8.9,53,64047,0,0,28.9,0,0,1.9,21.2,1,6,50881,0,1,6,.,.
"'101872",.,.,"ETOILE ACADEMY CHARTER SCHOOL",.,.,49.3,73.8,24.4,59.8,40.9,0,0,1.5,3.7,78667,0,5.9,14.3,1,1,0,0,0,0,31.2,76.2,0,0,4.5,11,65332,9.8,57.3,52648,5.3,30.7,58770,2.1,11.9,66021,0,0,.,0,0,.,0,0,.,1,5.8,13.4,78.1,0,0,5.1,29.9,0,0,1.8,12.8,74.4,0,0,4.3,25.2,0,0,19.9,4.4,25.6,3.8,21.9,0,0,0,0,0,0,0,0,17.2,100,0,0,0.6,17.2,41.9,56128,0,0,50.8,0,0,6.7,39.1,8,19.6,62715,0,3.9,9.5,.,.
"'101873",.,.,"YELLOWSTONE COLLEGE PREPARATORY",.,.,47.8,72.2,21.8,91.6,23.8,0,0,1,4.2,124531,0,2,8.4,2,2,0,0,0,0,20.8,87.4,1,0,2,8.4,77500,0,0,.,5.8,43.5,54737,4,29.9,55941,1.6,11.7,62220,0,0,.,2,14.9,60100,0,0,10,74.7,0,0,13.4,100,0,0,11.5,9.4,70.1,0,0,0,0,0,0,11.7,4,29.9,3.4,25.3,0,0,0,0,0,0,0,0,12.8,95.7,0.6,4.3,1.4,13.4,56.2,56775,0,0,46,0,0,0,0,4.4,18.6,46782,0,1,4.2,.,.
"'101874",.,.,"LEGACY SCHOOL OF SPORT SCIENCES",.,.,41.7,55.1,34.5,75.8,45.5,0,0,0.9,2,102200,0,2,4.4,5,4,0,0,0,0,35.6,78.2,0,0,1.6,3.5,76182,7,23.8,47393,15,51,52027,3.4,11.7,59601,3,10.2,60000,1,3.4,60000,0,0,.,1,3.4,21.5,73.1,0,0,17.5,59.3,0,0,4.4,15.5,52.7,0,0,4,13.6,0,0,12.5,13.9,47.3,6.9,23.5,0,0,0,0,1,3.4,0,0,27.2,92.4,0,0,3.5,29.5,64.7,52891,1,3.4,33.6,2.2,7.6,6,20.4,3.6,7.9,58693,0,7.9,17.4,.,.
"'101875",.,.,"BLOOM ACADEMY CHARTER SCHOOL",.,.,47.5,65.4,23.4,85.8,27.2,0,0,0.5,1.8,115217,0,7.6,27.8,3,3,0,0,0,0,17.7,65.2,0,0,2.5,9.2,68243,4.7,40.4,56100,7,59.6,54869,0,0,.,0,0,.,0,0,.,0,0,.,0,0,11.7,100,0,0,8.7,74.5,0,0,1.4,8,68.1,0,0,2,17,0,0,16.4,3.7,31.9,0,0,0,0,0,0,0,0,0,0,9.5,80.7,2.3,19.3,0.2,11.7,43.1,55366,0,0,66.7,0,0,1,8.5,3,11,60667,0,1.9,7,.,.
"'101876",.,.,"REVE PREPARATORY CHARTER SCHOOL",.,.,45.2,49.9,21.7,83,26.1,0,0,1,3.8,126536,0,2.4,9.4,5,1,0,0,0,0,22.7,86.8,0,0,3,11.5,77650,6,40,49250,8,53.3,49969,1,6.7,66000,0,0,.,0,0,.,0,0,.,1,6.7,10,66.7,0,0,9,60,0,0,1.6,13,86.7,0,0,2,13.3,0,0,11,2,13.3,5,33.3,0,0,0,0,0,0,0,0,14,93.3,1,6.7,0.3,15,57.4,50750,1,6.7,100,0,0,2,13.3,3.7,14.1,60319,0,1,3.8,.,.
"'101877",.,.,"ELEVATE COLLEGIATE CHARTER SCHOOL",.,.,.,.,8,100,8,0,0,0.5,6.2,90000,0,1,12.5,1,1,0,0,0,0,6,75,0,0,1.5,18.7,60000,1,25,45000,2,50,45000,1,25,45000,0,0,.,0,0,.,0,0,.,0,0,4,100,0,0,3,75,1,25,2.5,3,75,0,0,1,25,0,0,13.7,1,25,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,4,50,45000,0,0,.,0,0,0,0,0,0,.,0,1,12.5,.,.
"'101878",.,.,"HOUSTON CLASSICAL CHARTER SCHOOL",.,.,42.3,57,7.9,53.9,14.7,0,0,1.5,10.2,82000,0,0.5,3.1,2,2,1,1,0,0,13.8,93.7,0,0,0.5,3.4,110000,4.8,48.8,66980,5,51.2,51400,0,0,.,0,0,.,0,0,.,0,0,.,1,10.2,7.8,79.5,0,0,1,10.2,0,0,1.2,8.8,89.8,0,0,2,20.5,0,0,13.4,1,10.2,2,20.5,0,0,0,0,0,0,0,0,9.8,100,0,0,0.3,9.8,66.5,59006,0,0,33.3,0,0,5.8,59.1,2,13.6,55000,0,0.5,3.2,.,.
"'101902",-1,-1,"ALDINE ISD",.,.,68.1,62.4,7272,82.6,8804.4,0,0,104.6,1.2,108445,0,952,10.8,6.2,5.6,6.6,6,0,0,5384.5,61.2,176,4,281.5,3.2,85930,362.4,9.2,43040,1349.7,34.2,58235,798,20.2,61902,890.8,22.6,65268,422,10.7,75244,119.5,3,87171,109.3,2.8,2690.8,68.3,366.7,9.3,1726.6,43.8,221.9,5.6,9.7,2939,74.5,25.1,0.6,1120.3,28.4,24.9,0.6,15.6,1003.4,25.5,1100,27.9,103.1,2.6,97.3,2.5,48.4,1.2,2.8,0.1,2577.1,65.4,410.8,10.4,7,3942.3,44.8,61867,52.2,1.3,19.9,243.4,6.2,906.2,23,1056,12,72677,0,2468,28,-1,-1
"'101903",-1,-1,"ALIEF ISD",.,.,70.3,66.4,5092.6,80.7,6307.7,34,7,82.9,1.3,107167,0,718.8,11.4,9.4,9,8,7.8,15,0,3985.4,63.2,125,31,168.7,2.7,93020,147.9,4.7,53873,803.8,25.3,60652,684.8,21.6,62864,1038,32.7,67033,425.1,13.4,72383,72.7,2.3,78804,208.7,6.6,2112.1,66.6,373.4,11.8,1302,41,0.8,0,11.5,2434.6,76.7,35.4,1.1,879.2,27.7,6,0.2,12.8,737.7,23.3,944.3,29.8,72.9,2.3,0,0,43,1.4,1,0,2554.4,80.5,129.6,4.1,8.9,3172.3,50.3,64889,58.9,1.9,13,78.7,2.5,716.5,22.6,561.5,8.9,76106,0,1603.5,25.4,.,.
"'101905",.,.,"CHANNELVIEW ISD",.,.,67.5,64.2,985.8,72.7,1355.2,1,2,15,1.1,120829,0,152.9,11.3,8.6,8.6,8.1,8,0,0,786,58,23,2,36,2.7,92872,82.4,13.7,60000,202.6,33.7,61764,98.2,16.3,64768,159.6,26.5,67785,48,8,74061,10.9,1.8,78571,4,0.7,462,76.8,31.3,5.2,133.8,22.2,38.9,6.5,8.8,445.3,74,11.1,1.9,223.7,37.2,0,0,15.8,156.4,26,132.3,22,3.3,0.6,17.1,2.8,4,0.7,46.7,7.8,423.4,70.4,43.3,7.2,6.4,601.7,44.4,64895,7.9,1.3,14.6,36.5,6.1,185.5,30.8,133.3,9.8,75232,0,416.3,30.7,.,.
"'101906",.,.,"CROSBY ISD",.,.,68.3,67.7,350.8,45.4,772.3,1,0,14,1.8,107900,0,64.6,8.4,5.7,5.2,4.9,4.6,1.2,0,520.6,67.4,12,1,25.6,3.3,89656,19.5,4.7,46089,125.7,30.2,61531,113.7,27.3,64117,102.9,24.7,67796,40.7,9.8,71528,14,3.4,79614,1,0.2,296.2,71.1,35.6,8.5,74.7,17.9,31.1,7.5,10.3,340.3,81.7,1,0.2,82.9,19.9,0,0,15.5,76.3,18.3,109.5,26.3,8,1.9,21.7,5.2,3,0.7,0,0,254.5,61.1,48.5,11.7,5.7,416.6,53.9,64646,6,1.4,12.7,24.1,5.8,252,60.5,64.4,8.3,80365,0,187.1,24.2,.,.
"'101907",-1,-1,"CYPRESS-FAIRBANKS ISD",.,.,70,67.7,7629.1,49.4,15448.3,83,2,98.6,0.6,122333,0,1978.6,12.8,8.3,8.2,7.5,7,0,0,9793.3,63.4,269,17,398.9,2.6,89369,524,6.8,51656,2095.4,27.3,60701,1747.7,22.8,63986,2203.6,28.7,67549,948.2,12.3,74143,163.2,2.1,82106,229.8,3,5306.5,69.1,154.2,2,1173.8,15.3,254.6,3.3,10.7,6055.8,78.8,42,0.5,1490.8,19.4,21.9,0.3,15.2,1626.4,21.2,2143.4,27.9,167.7,2.2,950.6,12.4,64.5,0.8,2,0,4973.1,64.7,863.8,11.2,7.8,7682.2,49.7,64910,125.7,1.6,14.3,443.9,5.8,4638.2,60.4,1613.7,10.4,74363,0,3676.3,23.8,4184,5
"'101908",.,.,"DEER PARK ISD",.,.,66.6,65.4,716.2,38,1884.3,12,1,19,1,131616,0,256.7,13.6,5.5,5.5,5.7,5.3,0,0,1124.3,59.7,35,1,44,2.3,91984,31.9,3.8,58218,190.2,22.7,60689,207.7,24.8,63798,248.5,29.6,67568,127.1,15.2,70560,32.9,3.9,78625,16,1.9,624,74.4,39.1,4.7,12,1.4,27.3,3.3,12.2,665.7,79.4,55.1,6.6,180.2,21.5,2,0.2,14.7,172.6,20.6,207.7,24.8,2.9,0.3,6.7,0.8,3.7,0.4,4,0.5,563.9,67.3,110.1,13.1,8.4,838.3,44.5,65605,9.5,1.1,11.4,36.2,4.3,614.6,73.3,223,11.8,73371,0,503.3,26.7,.,.
"'101910",.,.,"GALENA PARK ISD",.,.,63.2,58.2,2575,80,3217,19,2,56.5,1.8,119152,0,253,7.9,8.2,7.4,6.5,5.8,0,0,1947.8,60.5,49,0,89.4,2.8,93766,94.3,6.7,44145,466.8,33.4,61573,249.4,17.9,62853,378.9,27.1,65372,170.7,12.2,69734,37,2.6,73409,57.9,4.1,979.4,70.1,249.5,17.9,428.3,30.7,6.8,0.5,10.5,1011.9,72.4,7.5,0.5,560,40.1,4,0.3,15.3,385.1,27.6,368.8,26.4,26.8,1.9,15.2,1.1,22,1.6,0,0,893.3,63.9,114,8.2,8.2,1397,43.4,62966,26.7,1.9,12.9,110.7,7.9,320.1,22.9,404.9,12.6,73587,0,1016.2,31.6,.,.
"'101911",.,.,"GOOSE CREEK CISD",.,.,64.2,60.6,2070.5,57.2,3618.2,18,5,73.9,2,97087,2.5,391.7,10.8,5.3,4.5,5.7,4.7,0,2.5,2104.3,58.2,51,0,110.6,3.1,87447,155.1,9.6,56060,469.4,29,60117,323.4,20,63579,455.8,28.2,65810,177.1,11,69699,36.6,2.3,76999,13.9,0.9,1204,74.4,172.8,10.7,277.8,17.2,40.5,2.5,10.1,1254.9,77.6,138.7,8.6,409.9,25.3,6,0.4,14.7,362.5,22.4,375.4,23.2,24,1.5,0,0,13.9,0.9,5,0.3,978.3,60.5,189.5,11.7,6.7,1617.4,44.7,63456,25,1.5,17.5,97.4,6,879.7,54.4,302.4,8.4,75353,0,1122.2,31,.,.
"'101912",.,.,"HOUSTON ISD",.,.,63.8,58.1,19343.2,81.6,23716.2,24,32,152.2,0.6,111993,0,1187.9,5,5.7,5.6,5.1,4.6,448,0,14738.7,62.1,213,49,530,2.2,87547,787.3,7.4,50771,3153.1,29.7,54286,2134.1,20.1,57353,2762.3,26,60989,1338.1,12.6,68443,444.5,4.2,77981,644.2,6.1,8014.1,75.5,1191,11.2,3645.8,34.3,281.7,2.7,11.3,7710.3,72.6,604.6,5.7,3299.8,31.1,32,0.3,18.2,2909.1,27.4,2320.5,21.9,127.7,1.2,184.9,1.7,157.1,1.5,12,0.1,7531.4,70.9,462.6,4.4,8.3,10619.5,44.8,59161,171.9,1.6,22.4,363.3,3.4,2813.8,26.5,3437,14.5,68227,0.5,7789.6,32.8,6293,9
"'101913",.,.,"HUMBLE ISD",.,.,65.8,69.9,2721.4,44.9,6065.7,33,0,75.7,1.2,104512,0,647.8,10.7,6.7,5.7,6.6,5.2,0,0,4158.2,68.6,110,3,125.5,2.1,90260,165.9,5.2,59156,754.4,23.6,60564,763.3,23.9,62268,1075.3,33.6,65066,382.8,12,69453,58.5,1.8,75646,34.5,1.1,2229.8,69.7,110.3,3.4,584.9,18.3,78.1,2.4,10.9,2519.6,78.7,0,0,521.7,16.3,15,0.5,14.8,680.5,21.3,908.7,28.4,19.3,0.6,226.1,7.1,42.4,1.3,4,0.1,2330,72.8,291.4,9.1,6.4,3200.1,52.8,63749,19,0.6,16.9,164.2,5.1,2021,63.2,756.9,12.5,71494,0,1259.7,20.8,3881,6
"'101914",-1,-1,"KATY ISD",.,.,70.7,69.2,4973.4,42.1,11823,73,0,63.8,0.5,125602,0.6,1285.2,10.9,7.8,7.2,6.8,6,53.9,1,7723.4,65.3,179,3,282.7,2.4,91552,419,6.9,59802,1649.6,27.1,58660,1326,21.8,61081,1779.6,29.3,63856,747.3,12.3,68732,159,2.6,76775,219.6,3.6,4405.8,72.5,411,6.8,525.9,8.6,214,3.5,11.1,4887.1,80.4,204,3.4,1009.2,16.6,26,0.4,14.5,1193.5,19.6,1611.9,26.5,14.4,0.2,408.6,6.7,48.5,0.8,2,0,3909.7,64.3,668.6,11,6.8,6080.6,51.4,62499,66.3,1.1,13.1,264.8,4.4,4231.6,69.6,1296.3,11,73165,0,2814.3,23.8,3930,5
"'101915",.,.,"KLEIN ISD",21311,5,69.6,65.7,3098.3,43.1,7194.8,43,5,28,0.4,154366,0,587.4,8.2,5.2,4.8,5.7,5.1,44.6,0,4701,65.3,137,8,194.5,2.7,86357,367.2,10.1,57375,848.8,23.2,58616,716.6,19.6,60701,1155.8,31.6,63811,453.2,12.4,67965,111.5,3.1,75603,102.3,2.8,2636,72.2,222.4,6.1,470.2,12.9,85.2,2.3,11.1,2902.3,79.4,71.7,2,565.5,15.5,14.7,0.4,14.5,750.8,20.6,948.4,26,33.5,0.9,185.5,5.1,35.2,1,2,0.1,2426.8,66.4,449.3,12.3,6.9,3653.1,50.8,62222,17.8,0.5,15.8,212.2,5.8,2480.6,67.9,825.4,11.5,71794,0,1906.3,26.5,-1,-1
"'101916",.,.,"LA PORTE ISD",.,.,59.8,59.5,407.7,38.6,1056.7,1,0,13.5,1.3,142064,0,130,12.3,5.2,4.1,5.9,3.6,0,0,617.3,58.4,20,0,32,3,92168,16,3.5,57916,126,27.3,61005,93,20.2,64889,139.8,30.3,68717,70.4,15.3,74052,16,3.5,78989,14,3,347.2,75.3,14.5,3.1,24,5.2,22,4.8,12.3,355,77,0,0,87.5,19,0,0,15,106.2,23,105,22.8,6,1.3,3.8,0.8,3,0.7,0,0,365.7,79.3,30.9,6.7,7.8,461.2,43.6,66635,1,0.2,15.5,24.4,5.3,334.7,72.6,110.6,10.5,75142,0,309.4,29.3,.,.
"'101917",.,.,"PASADENA ISD",.,.,67.1,64.8,5498.5,65.4,8412.3,59,11,87.8,1,117853,0,1071.2,12.7,8,7.7,7.4,7.1,0,0,4959.3,59,116,14,195.9,2.3,102462,303.8,7.9,56914,1049.1,27.4,58997,924.8,24.2,61821,1099.4,28.7,63221,389.5,10.2,65542,61.6,1.6,71867,107.8,2.8,2900,75.8,503.7,13.2,395.2,10.3,0.6,0,10.4,2871.2,75,19.3,0.5,1501.4,39.2,8,0.2,12.9,956.9,25,861.6,22.5,33.9,0.9,134.7,3.5,32.8,0.9,1,0,2482.9,64.9,544.8,14.2,8.2,3828.2,45.5,61600,32.8,0.9,13.5,142.2,3.7,1782,46.5,847.4,10.1,76167,1,2381.8,28.3,.,.
"'101919",.,.,"SPRING ISD",.,.,65.1,60.4,3705.9,75.3,4923,38,2,32.5,0.7,133764,0,473.9,9.6,6.6,4.8,6.5,4.9,0,0,3019.7,61.3,89,4,128.3,2.6,90322,367.3,16.9,53844,647.2,29.7,59958,388.6,17.9,64002,567.8,26.1,67659,178,8.2,72984,27.8,1.3,80567,55,2.5,1419.3,65.2,74,3.4,885.6,40.7,42.9,2,8.7,1555.2,71.4,13.2,0.6,513.2,23.6,7,0.3,15.3,621.5,28.6,630.8,29,94.4,4.3,66.3,3,32.3,1.5,3,0.1,1652.8,75.9,199.7,9.2,4.8,2176.7,44.2,62986,45.2,2.1,25,127.8,5.9,667.7,30.7,682.2,13.9,75253,0,1429.4,29,-1,-1
"'101920",-1,-1,"SPRING BRANCH ISD",-1,-1,66.6,65.5,2505.9,55,4553.3,29,9,46.6,1,143295,0,423.9,9.3,7.6,6.5,7.1,6.6,6.8,0,3063.9,67.3,72,3,126,2.8,96878,105.6,4.8,60217,603.4,27.5,60735,486.7,22.2,63288,635.3,28.9,66434,282.9,12.9,71348,82.8,3.8,79135,98.8,4.5,1569.6,71.4,129.9,5.9,185.5,8.4,4.8,0.2,11.6,1685.3,76.7,15.4,0.7,664.8,30.3,8.8,0.4,15.2,511.5,23.3,586.4,26.7,4,0.2,78.8,3.6,36.8,1.7,0,0,1717.6,78.2,169.3,7.7,7.6,2196.8,48.2,64985,30.5,1.4,16.7,81,3.7,1208.3,55,694.5,15.3,76699,0,1065.6,23.4,-1,-1
"'101921",.,.,"TOMBALL ISD",.,.,69.5,64.5,755.5,29.7,2539.7,20,0,25.6,1,138344,0,259.4,10.2,7.1,4.8,6.5,4.7,0,0,1591.4,62.7,35,3,59.2,2.3,93209,69.8,5.5,54242,281.5,22.1,57742,323.3,25.4,59947,422,33.1,64098,153.6,12.1,67765,22.9,1.8,79120,21,1.7,929.2,73,54,4.2,48.1,3.8,17.9,1.4,11.3,1054.1,82.8,11.1,0.9,167.2,13.1,5,0.4,15.9,219,17.2,322.9,25.4,12.2,1,81.2,6.4,8.8,0.7,1,0.1,957.8,75.2,78.6,6.2,5.4,1273.1,50.1,61811,8.6,0.7,15.2,72.5,5.7,1022.2,80.3,233.5,9.2,73573,0,688.9,27.1,-1,-1
"'101924",.,.,"SHELDON ISD",.,.,63.9,60.1,1103.3,76.8,1436,9,1,16,1.1,131322,0,167.3,11.6,4.5,3.8,4.5,2.6,0,0,848.8,59.1,20,1,36,2.5,91471,54.5,8.7,52604,232.4,36.9,60433,133.5,21.2,63047,153.9,24.5,67531,50.9,8.1,73455,4,0.6,100221,7,1.1,437.7,69.6,118.3,18.8,245.9,39.1,16.3,2.6,8.5,471.3,74.9,10.5,1.7,188.2,29.9,3,0.5,16.8,157.9,25.1,186.5,29.6,2,0.3,0,0,3,0.5,2,0.3,418.3,66.5,33.6,5.3,4.7,629.2,43.8,63352,11.9,1.9,21.7,32.2,5.1,171.2,27.2,167.5,11.7,72323,0,420,29.2,.,.
"'101925",.,.,"HUFFMAN ISD",.,.,58.5,61.8,92,18.8,490.5,3,1,5.9,1.2,123513,0,46.5,9.5,5.3,5.3,6.9,6,0,0,295,60.1,7,0,13,2.7,82528,20.9,9.2,56258,51.7,22.7,58832,45.4,19.9,57394,71,31.1,58908,32.8,14.4,62781,6.4,2.8,75352,0,0,188.5,82.6,0.8,0.3,4,1.8,15.3,6.7,11.1,191,83.7,17.8,7.8,18,7.9,1,0.4,15.6,37.3,16.3,37.5,16.4,2,0.9,0,0,0.3,0.1,0,0,161.7,70.8,19.5,8.5,6,228.4,46.6,59366,1,0.4,19,13.3,5.8,204.4,89.5,47.8,9.7,67248,0,149,30.4,.,.
"'102901",.,.,"KARNACK ISD",.,.,46.4,54.6,21.1,60.4,35,0,0,2,5.7,89588,0,6,17.2,0,0,5,5,0,1.9,15.4,43.9,0,2,1.5,4.3,60546,0,0,.,3,27.3,39187,3,27.3,48404,1,9.1,49351,4,36.4,56540,0,0,.,1,9.1,10,90.9,0,0,5,45.5,0,0,13,9,81.8,0,0,0,0,0,0,12.2,2,18.2,1,9.1,0,0,0,0,0,0,0,0,10,90.9,1,9.1,4,11,31.4,48935,0,0,22.4,0,0,5,45.5,0.9,2.5,59735,0,13.6,38.9,.,.
"'102902",.,.,"MARSHALL ISD",.,.,61.5,66.2,399.7,56.1,712.1,2,0,9.9,1.4,107257,0,111,15.6,4.1,3.4,3.3,3.3,0,0,440.4,61.9,11,1,18.6,2.6,70243,76.9,22.6,46862,114.8,33.7,49293,39.7,11.7,49846,52.6,15.4,56837,41.7,12.2,63823,15,4.4,65346,2,0.6,237.1,69.6,24,7,127.4,37.4,0.9,0.3,8.5,265.2,77.9,6,1.7,36.7,10.8,0,0,14.9,75.4,22.1,43.5,12.8,58.1,17.1,0,0,1.9,0.6,1,0.3,272.8,80.1,13.5,4,5.9,340.6,47.8,52459,7.2,2.1,29.3,23.5,6.9,166.2,48.8,71.3,10,62966,0,160.6,22.6,.,.
"'102903",.,.,"WASKOM ISD",.,.,62.6,67.7,35.6,24.7,144.2,0,0,3,2.1,85168,1,18.5,12.9,6.3,5.3,5,4.5,0,9,87,60.3,3,0,5,3.5,70729,2,2.7,18904,13,18.1,37662,16,22.2,45108,23,32,53255,15,20.8,61102,3,4.2,59507,0,0,53,73.6,1,1.4,10,13.9,3.7,5.2,13.9,58,80.6,0,0,0,0,0,0,11.7,14,19.4,18,25,1,1.4,3.8,5.2,0,0,0,0,48.5,67.4,7,9.7,6.8,72,49.9,49579,0,0,27.9,8,11.1,62,86.1,7,4.9,57584,2,38.7,26.8,.,.
