DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD000AC01222R,DD000AC01322R,DD000AC01S22R,DD000AM01222R,DD000AM01322R,DD000AM01S22R,DD000AR01222R,DD000AR01322R,DD000AR01S22R,DD000AS01222R,DD000AS01322R,DD000AS01S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD200AC01222R,DD200AC01322R,DD200AC01S22R,DD200AM01222R,DD200AM01322R,DD200AM01S22R,DD200AR01222R,DD200AR01322R,DD200AR01S22R,DD200AS01222R,DD200AS01322R,DD200AS01S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD300AC01222R,DD300AC01322R,DD300AC01S22R,DD300AM01222R,DD300AM01322R,DD300AM01S22R,DD300AR01222R,DD300AR01322R,DD300AR01S22R,DD300AS01222R,DD300AS01322R,DD300AS01S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DD400AC01222R,DD400AC01322R,DD400AC01S22R,DD400AM01222R,DD400AM01322R,DD400AM01S22R,DD400AR01222R,DD400AR01322R,DD400AR01S22R,DD400AS01222R,DD400AS01322R,DD400AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDB00AC01222R,DDB00AC01322R,DDB00AC01S22R,DDB00AM01222R,DDB00AM01322R,DDB00AM01S22R,DDB00AR01222R,DDB00AR01322R,DDB00AR01S22R,DDB00AS01222R,DDB00AS01322R,DDB00AS01S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDE00AC01222R,DDE00AC01322R,DDE00AC01S22R,DDE00AM01222R,DDE00AM01322R,DDE00AM01S22R,DDE00AR01222R,DDE00AR01322R,DDE00AR01S22R,DDE00AS01222R,DDE00AS01322R,DDE00AS01S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDF00AC01222R,DDF00AC01322R,DDF00AC01S22R,DDF00AM01222R,DDF00AM01322R,DDF00AM01S22R,DDF00AR01222R,DDF00AR01322R,DDF00AR01S22R,DDF00AS01222R,DDF00AS01322R,DDF00AS01S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDH00AC01222R,DDH00AC01322R,DDH00AC01S22R,DDH00AM01222R,DDH00AM01322R,DDH00AM01S22R,DDH00AR01222R,DDH00AR01322R,DDH00AR01S22R,DDH00AS01222R,DDH00AS01322R,DDH00AS01S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDI00AC01222R,DDI00AC01322R,DDI00AC01S22R,DDI00AM01222R,DDI00AM01322R,DDI00AM01S22R,DDI00AR01222R,DDI00AR01322R,DDI00AR01S22R,DDI00AS01222R,DDI00AS01322R,DDI00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDM00AC01222R,DDM00AC01322R,DDM00AC01S22R,DDM00AM01222R,DDM00AM01322R,DDM00AM01S22R,DDM00AR01222R,DDM00AR01322R,DDM00AR01S22R,DDM00AS01222R,DDM00AS01322R,DDM00AS01S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDR00AC01222R,DDR00AC01322R,DDR00AC01S22R,DDR00AM01222R,DDR00AM01322R,DDR00AM01S22R,DDR00AR01222R,DDR00AR01322R,DDR00AR01S22R,DDR00AS01222R,DDR00AS01322R,DDR00AS01S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDS00AC01222R,DDS00AC01322R,DDS00AC01S22R,DDS00AM01222R,DDS00AM01322R,DDS00AM01S22R,DDS00AR01222R,DDS00AR01322R,DDS00AR01S22R,DDS00AS01222R,DDS00AS01322R,DDS00AS01S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DDW00AC01222R,DDW00AC01322R,DDW00AC01S22R,DDW00AM01222R,DDW00AM01322R,DDW00AM01S22R,DDW00AR01222R,DDW00AR01322R,DDW00AR01S22R,DDW00AS01222R,DDW00AS01322R,DDW00AS01S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNC00AC01222R,DNC00AC01322R,DNC00AC01S22R,DNC00AM01222R,DNC00AM01322R,DNC00AM01S22R,DNC00AR01222R,DNC00AR01322R,DNC00AR01S22R,DNC00AS01222R,DNC00AS01322R,DNC00AS01S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNM00AC01222R,DNM00AC01322R,DNM00AC01S22R,DNM00AM01222R,DNM00AM01322R,DNM00AM01S22R,DNM00AR01222R,DNM00AR01322R,DNM00AR01S22R,DNM00AS01222R,DNM00AS01322R,DNM00AS01S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R,DNS00AC01222R,DNS00AC01322R,DNS00AC01S22R,DNS00AM01222R,DNS00AM01322R,DNS00AM01S22R,DNS00AR01222R,DNS00AR01322R,DNS00AR01S22R,DNS00AS01222R,DNS00AS01322R,DNS00AS01S22R
"'019911",67,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,53,95,-1,-1,-1,50,50,100,75,63,88,.,.,.,75,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,41,94,66,31,87,68,32,95,79,54,95,44,23,87,47,27,53,-1,-1,-1,43,0,57,67,67,67,.,.,.,59,37,83,67,27,73,51,23,84,67,55,83,-1,-1,-1,69,40,94,66,20,83,65,30,95,80,59,99,25,15,85,100,28,100,-1,-1,-1,100,13,100,100,50,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,67,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,41,93,67,42,91,70,34,95,79,49,91,63,32,89,39,19,79,32,16,68,37,9,81,47,32,85,29,14,71,34,19,66,40,20,40,26,21,79,45,20,65,-1,-1,-1,71,41,94,68,33,89,67,33,95,79,53,95,41,22,86,"RED LICK ISD",75,42,95,69,32,87,72,33,96,83,55,96,46,19,88,59,37,90,58,29,88,54,29,91,67,49,91,38,31,85,68,41,100,-1,-1,-1,50,20,100,90,70,100,-1,-1,-1
"'019912",50,23,79,41,18,91,57,23,87,51,24,71,36,27,64,53,23,84,37,11,81,45,16,84,64,34,86,52,17,78,72,44,85,62,38,100,85,48,91,62,38,73,100,71,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,68,37,90,65,33,93,66,35,91,74,42,90,59,37,83,46,17,79,40,14,83,42,14,81,56,22,80,32,15,68,54,26,83,50,22,87,53,23,86,60,32,82,45,20,71,68,37,90,64,29,94,65,34,90,76,45,92,52,28,80,64,35,90,51,21,90,65,33,93,74,44,91,38,25,75,50,25,81,-1,-1,-1,40,20,60,50,33,83,-1,-1,-1,50,23,79,41,18,91,56,24,87,51,23,70,36,27,64,68,38,90,66,37,92,67,35,92,71,38,89,65,44,86,41,14,77,37,12,83,38,11,76,45,16,77,40,15,72,37,17,64,41,20,76,33,14,61,36,16,58,42,22,71,75,43,94,74,40,96,73,41,94,80,47,94,65,43,86,"PLEASANT GROVE ISD",69,39,91,66,33,94,67,36,92,76,44,91,59,37,82,66,35,89,64,33,92,64,33,90,70,37,89,58,37,84,61,39,89,36,18,82,66,34,97,66,53,84,63,31,88
"'019913",32,5,73,-1,-1,-1,25,0,88,38,0,63,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,26,80,64,18,73,56,24,85,62,32,79,17,17,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,19,72,56,22,67,36,18,77,50,23,73,-1,-1,-1,55,30,80,67,17,67,50,31,81,56,31,81,-1,-1,-1,32,4,68,40,20,60,30,0,90,40,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,5,73,-1,-1,-1,25,0,88,38,0,63,-1,-1,-1,58,22,80,60,20,80,61,17,89,67,33,78,-1,-1,-1,36,7,71,-1,-1,-1,36,9,82,36,0,64,-1,-1,-1,40,5,70,-1,-1,-1,50,0,75,38,13,75,-1,-1,-1,68,37,86,83,17,83,67,33,83,71,46,88,-1,-1,-1,"HUBBARD ISD",49,23,74,56,22,67,50,19,81,54,31,73,-1,-1,-1,80,35,100,-1,-1,-1,75,38,100,88,38,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'019914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,0,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,16,76,22,0,67,24,11,62,73,27,95,0,0,60,38,38,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,15,75,22,0,67,26,11,60,71,26,94,0,0,60,42,15,78,29,0,71,21,4,63,75,33,96,-1,-1,-1,62,19,90,-1,-1,-1,63,13,75,88,38,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,17,72,-1,-1,-1,31,23,62,69,15,92,-1,-1,-1,31,10,59,0,0,40,14,10,38,57,14,90,-1,-1,-1,17,11,61,-1,-1,-1,14,14,57,29,14,71,-1,-1,-1,40,14,72,-1,-1,-1,14,9,55,73,23,95,-1,-1,-1,"LEARY ISD",42,17,80,20,0,80,24,12,68,72,28,96,-1,-1,-1,45,14,69,-1,-1,-1,25,8,50,75,25,92,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'020901",43,20,71,46,20,77,41,21,72,46,22,70,29,12,58,61,32,83,62,32,86,53,24,80,67,37,85,59,37,83,82,56,95,85,58,96,80,54,94,84,57,95,75,54,92,30,9,63,25,0,63,27,7,60,33,20,73,40,0,40,51,25,77,53,24,81,44,21,74,56,27,78,50,30,75,45,19,74,44,15,77,36,15,69,53,22,77,47,25,73,39,15,68,41,14,73,32,12,65,44,17,70,40,21,66,53,25,79,53,23,81,44,20,76,61,31,83,48,27,75,43,18,72,46,17,76,37,14,70,48,20,73,42,23,70,44,20,75,50,19,88,27,8,77,48,24,67,62,38,77,36,16,67,37,14,71,36,17,69,39,18,66,22,7,50,50,24,75,54,25,80,44,22,73,52,24,75,52,33,76,32,13,64,33,11,69,27,11,61,36,14,65,34,17,62,24,8,44,25,8,47,23,8,44,25,8,43,26,10,45,59,31,82,65,33,87,51,24,79,64,34,83,58,39,81,"ALVIN ISD",54,27,79,57,27,83,47,23,77,58,29,80,52,32,77,44,19,72,44,16,75,36,15,68,51,23,75,45,25,70,43,19,75,41,14,73,43,18,77,44,21,73,42,30,74
"'020902",43,19,73,42,17,72,39,18,74,48,22,75,35,12,60,50,29,80,50,29,83,47,27,82,55,31,81,44,33,63,74,57,89,86,57,100,67,53,80,79,58,89,60,60,100,50,17,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,51,23,78,52,24,81,45,20,77,57,26,80,46,24,71,44,16,70,43,16,71,37,13,69,51,19,74,38,16,59,47,20,75,48,21,78,40,16,74,53,23,77,43,22,67,53,24,80,51,21,82,44,18,78,63,30,84,46,24,71,47,20,76,47,19,78,41,17,74,53,22,78,45,21,70,51,18,82,55,18,100,36,13,82,61,25,77,60,0,80,39,17,71,35,12,69,37,16,73,44,19,72,31,10,57,49,23,76,53,26,81,45,21,76,53,23,76,47,25,71,33,10,66,31,9,70,26,9,65,39,12,68,32,12,59,20,7,44,20,7,49,19,7,47,20,7,42,19,7,34,59,31,83,63,33,88,53,25,82,66,35,84,51,32,76,"ANGLETON ISD",52,24,79,53,24,82,46,21,78,59,27,81,47,26,72,47,21,74,49,24,78,40,17,73,53,24,76,41,19,65,55,31,85,50,21,88,51,26,88,62,36,86,47,41,71
"'020904",31,9,62,17,8,50,35,6,71,33,14,61,20,0,40,52,32,84,-1,-1,-1,50,40,80,67,33,92,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,21,81,45,15,80,40,17,80,58,24,81,63,33,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,42,15,74,33,5,74,34,14,72,47,17,73,57,28,81,52,20,84,40,11,78,38,15,81,66,25,87,61,28,86,45,15,76,42,8,78,36,9,78,52,18,74,52,30,74,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,24,7,55,9,0,45,32,7,64,23,10,53,20,0,40,49,23,78,50,20,81,42,20,78,50,22,75,67,38,88,33,11,67,26,7,64,22,9,63,39,13,70,47,20,76,25,11,51,13,6,50,22,10,49,29,12,54,38,25,50,52,23,82,47,18,80,41,19,80,60,25,83,66,33,90,"DANBURY ISD",50,21,81,46,14,80,40,19,80,57,22,80,64,32,88,51,22,83,41,18,79,40,12,81,61,29,84,62,35,85,38,8,85,-1,-1,-1,40,0,100,33,17,67,.,.,.
"'020905",36,15,67,27,7,61,42,18,73,39,17,66,19,8,54,42,19,71,32,12,66,38,18,71,49,24,72,36,16,70,76,43,89,69,39,86,80,46,95,76,41,89,72,41,76,60,50,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,21,74,43,16,74,47,22,77,50,23,74,40,20,70,29,10,58,26,6,59,28,10,62,32,12,57,25,13,51,41,17,70,37,12,70,41,18,72,44,18,70,34,15,66,48,21,76,43,16,75,46,20,77,54,26,78,38,16,68,42,17,72,37,11,70,43,20,74,44,18,72,35,15,68,45,23,77,50,25,83,45,23,77,38,24,69,63,13,100,29,11,61,16,4,50,36,15,68,31,12,60,12,5,49,46,21,73,43,16,73,48,23,77,46,20,70,43,23,72,27,8,60,22,4,59,29,10,63,29,9,58,22,7,55,26,12,45,28,12,46,26,12,47,24,11,43,25,13,40,59,30,83,59,28,85,57,27,83,62,32,82,53,31,79,"BRAZOSPORT ISD",48,22,75,44,17,75,49,23,78,51,23,75,40,20,71,42,18,71,41,15,72,39,16,71,45,19,71,41,21,70,55,26,87,46,27,85,55,22,86,61,26,88,47,40,87
"'020906",33,8,61,27,7,67,25,11,53,37,7,63,63,0,75,43,15,80,50,21,92,29,11,71,52,17,84,40,10,70,80,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,20,75,52,19,82,40,14,71,53,23,76,49,28,76,35,13,64,39,16,63,25,6,61,40,16,66,38,18,68,39,14,68,42,13,73,31,9,64,44,17,69,41,22,67,48,19,76,49,17,83,39,12,71,57,26,79,48,22,73,47,18,74,52,17,84,39,12,68,50,19,74,60,33,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,8,61,27,7,67,25,11,53,37,7,63,63,0,75,48,20,74,55,22,82,41,15,71,50,20,72,50,35,79,26,6,58,34,3,85,16,3,49,28,6,56,56,22,91,17,5,37,24,6,46,13,5,34,17,5,35,20,7,40,51,22,77,55,21,84,44,16,74,57,27,78,47,29,76,"SWEENY ISD",50,21,76,54,22,84,42,15,72,55,23,77,52,32,74,42,16,72,48,11,78,34,11,67,47,23,72,37,13,83,33,13,70,-1,-1,-1,28,0,61,41,24,71,-1,-1,-1
"'020907",27,11,61,21,7,60,30,11,63,29,13,59,19,5,60,40,17,75,41,18,68,33,13,71,48,18,78,35,24,82,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,19,72,45,18,74,38,16,72,48,20,71,45,24,74,27,8,61,23,7,64,18,4,59,30,9,57,42,17,73,37,14,66,37,12,68,32,12,66,41,16,65,40,18,69,44,19,74,43,16,72,36,15,73,52,22,75,42,21,72,39,15,70,36,13,67,35,15,70,43,15,68,39,21,75,59,47,88,-1,-1,-1,50,33,83,67,50,83,-1,-1,-1,26,10,60,22,8,60,29,11,63,28,13,58,18,3,59,43,19,71,47,20,75,40,18,71,43,17,67,48,26,76,24,7,56,22,5,58,22,7,59,26,9,54,21,4,53,15,6,35,18,5,38,15,5,39,15,7,33,13,6,28,48,22,75,53,22,79,42,18,75,52,23,74,49,27,74,"COLUMBIA-BRAZORIA ISD",45,19,74,46,18,75,40,17,74,49,19,72,46,27,76,40,18,69,43,19,71,35,15,69,44,21,68,42,14,71,37,16,75,55,9,82,37,11,80,32,24,68,-1,-1,-1
"'020908",54,31,79,52,27,82,54,32,80,58,33,79,35,16,70,75,48,91,73,53,90,70,46,91,79,48,91,76,54,93,88,69,97,89,72,98,89,71,97,89,66,97,82,67,95,73,48,85,80,60,100,70,40,80,69,38,77,80,80,100,67,40,87,68,42,89,63,37,87,71,41,87,65,45,86,55,28,82,56,28,83,48,24,80,60,30,82,60,36,84,50,24,77,51,25,80,44,21,76,54,25,78,49,30,76,69,42,89,68,42,90,63,37,88,77,46,91,62,42,86,57,29,82,58,29,84,52,26,81,62,31,82,52,31,80,55,26,88,53,33,100,43,9,83,67,33,87,50,38,88,44,21,72,39,18,74,44,22,74,47,23,72,21,8,54,65,39,85,68,42,88,62,38,86,65,36,84,67,48,86,39,16,72,40,14,76,35,15,71,42,16,71,40,20,70,27,10,54,29,10,59,25,10,54,27,9,51,31,15,58,76,47,92,79,50,94,73,44,93,78,47,92,74,55,90,"PEARLAND ISD",70,43,89,71,45,91,66,40,88,73,43,88,67,47,88,56,31,82,58,30,83,50,28,81,62,33,83,52,34,79,66,37,89,66,39,90,62,34,90,71,39,89,59,39,76
"'020910",19,5,49,-1,-1,-1,27,7,67,20,7,47,-1,-1,-1,11,11,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,17,61,17,9,48,42,21,71,37,18,65,9,9,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,17,61,17,9,48,42,21,71,37,18,65,9,9,18,36,19,71,14,0,57,47,25,81,44,25,78,0,0,14,26,11,51,7,7,36,32,11,61,30,11,52,13,13,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,5,49,-1,-1,-1,27,7,67,20,7,47,-1,-1,-1,32,15,51,22,22,33,37,17,60,30,10,50,-1,-1,-1,25,13,55,16,11,37,35,18,68,23,10,63,10,10,10,9,0,22,0,0,14,18,0,29,6,0,24,0,0,0,62,36,87,43,14,71,73,47,93,67,40,93,-1,-1,-1,"DAMON ISD",34,16,61,11,6,50,42,20,71,38,16,62,13,13,25,36,21,62,40,20,40,41,24,71,35,24,71,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'021803",25,12,60,7,7,27,24,14,65,33,12,67,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,17,66,10,7,37,31,16,72,39,22,70,10,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,5,56,0,0,29,12,6,58,27,6,61,.,.,.,10,4,51,0,0,20,4,4,57,17,4,52,.,.,.,18,5,56,0,0,29,12,6,58,27,6,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,12,60,7,7,27,24,14,65,33,12,67,-1,-1,-1,36,9,68,-1,-1,-1,30,10,60,50,10,80,.,.,.,19,6,55,0,0,29,13,6,55,29,6,61,.,.,.,0,0,33,-1,-1,-1,0,0,17,0,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BRAZOS SCHOOL FOR INQUIRY & CREATIVITY",31,17,64,15,10,45,31,16,69,37,21,69,13,0,13,33,17,68,0,0,20,32,16,79,45,24,71,-1,-1,-1,9,3,38,-1,-1,-1,7,0,33,13,7,53,-1,-1,-1
"'021805",45,22,81,20,0,100,39,18,84,55,31,75,.,.,.,50,19,81,-1,-1,-1,42,8,75,58,33,92,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,20,75,18,5,65,38,15,74,53,30,78,.,.,.,43,22,75,16,5,63,36,14,73,57,34,80,.,.,.,39,16,71,17,2,58,34,11,71,48,24,74,.,.,.,45,22,78,18,8,68,38,13,77,59,36,82,.,.,.,41,17,77,24,6,76,41,17,78,45,20,75,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,39,20,79,13,0,100,33,15,83,50,28,72,.,.,.,40,19,73,18,3,62,37,16,72,49,25,76,.,.,.,30,12,67,7,0,51,28,9,68,38,17,69,.,.,.,22,11,46,0,0,25,19,9,48,28,15,46,.,.,.,35,18,65,-1,-1,-1,38,25,63,38,13,75,.,.,.,"ARROW ACADEMY",44,21,77,13,4,65,40,16,76,56,31,80,.,.,.,40,19,73,26,6,65,34,13,72,49,29,76,.,.,.,29,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'021901",41,20,70,37,13,62,45,24,74,40,20,70,33,19,62,60,34,81,61,34,82,57,33,78,62,33,81,64,46,93,86,66,95,87,66,94,86,71,95,85,59,96,86,76,95,63,19,90,71,14,100,63,11,89,55,30,85,-1,-1,-1,61,35,82,62,35,82,58,33,82,62,33,82,67,50,85,29,11,57,27,8,58,25,10,57,31,12,56,37,19,64,37,16,66,37,14,65,34,14,65,39,15,66,43,25,68,62,35,84,60,32,82,56,31,83,66,38,85,65,46,85,49,24,76,48,22,75,45,22,76,51,23,76,56,37,77,56,32,83,53,40,80,56,32,84,61,29,86,-1,-1,-1,30,12,63,24,7,51,36,15,68,29,12,64,19,13,53,61,35,81,63,37,82,59,34,81,59,29,79,70,55,85,37,15,67,38,14,68,33,14,67,37,14,66,46,27,71,27,11,49,26,10,51,28,12,52,27,10,46,31,15,53,73,43,90,75,44,91,69,40,90,74,41,90,77,61,92,"COLLEGE STATION ISD",65,38,85,66,37,85,62,36,86,65,36,84,70,53,86,51,27,75,52,27,75,46,25,72,54,26,75,59,42,81,60,33,81,59,31,78,61,34,82,59,32,82,54,40,71
"'021902",32,12,63,32,10,68,31,13,64,34,13,63,26,8,54,46,23,69,48,19,66,40,21,65,49,26,71,48,27,79,72,40,94,44,22,100,85,52,100,72,34,90,57,43,86,82,47,94,-1,-1,-1,100,50,100,71,29,86,-1,-1,-1,37,16,66,38,14,69,32,14,64,41,17,66,40,21,65,22,7,50,20,6,53,18,6,47,26,8,51,24,9,52,32,12,61,32,10,65,27,11,60,35,13,62,33,16,59,39,16,69,36,13,70,32,13,66,46,19,71,36,18,65,35,14,65,36,12,69,30,13,63,38,14,65,37,18,63,41,16,70,43,14,71,31,15,62,41,12,71,57,29,86,30,11,61,29,8,66,30,13,63,32,11,61,23,7,51,36,16,63,40,16,69,32,15,62,35,14,61,43,25,65,27,9,57,27,6,62,21,8,55,29,9,58,31,13,58,23,8,40,23,8,42,23,8,40,22,7,38,30,11,51,60,31,83,65,33,88,51,25,81,64,33,84,64,46,84,"BRYAN ISD",39,17,67,39,15,71,34,15,65,42,18,67,41,22,66,32,13,59,33,11,63,25,10,56,36,14,60,35,20,60,35,17,63,33,14,60,33,19,67,35,16,61,44,25,63
"'022004",11,4,22,25,8,33,7,3,24,11,3,20,0,0,11,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,10,44,48,14,62,12,8,43,23,11,38,19,10,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,10,37,44,17,56,9,7,37,19,11,31,11,5,37,31,14,54,67,25,75,21,13,54,29,13,52,18,9,36,20,9,34,44,19,50,14,8,32,17,7,28,17,6,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,17,18,9,27,8,4,19,3,0,13,0,0,11,13,7,33,22,0,44,4,4,33,17,10,23,20,10,50,10,4,29,29,7,43,8,3,31,7,2,20,6,6,35,4,0,30,-1,-1,-1,0,0,29,0,0,11,0,0,40,33,18,82,60,0,100,8,8,83,46,31,77,-1,-1,-1,"TERLINGUA CSD",20,7,46,50,17,75,13,6,47,22,7,41,8,0,31,25,16,39,44,11,44,11,11,37,25,20,30,38,25,63,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'022901",44,23,71,48,30,74,38,20,56,45,22,81,55,18,82,60,40,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,50,100,-1,-1,-1,83,67,100,71,43,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,53,25,81,58,27,85,42,18,74,61,28,85,56,37,79,86,50,100,-1,-1,-1,-1,-1,-1,100,60,100,-1,-1,-1,47,19,77,50,18,80,35,14,70,56,22,83,46,27,73,54,26,80,52,19,82,41,18,70,65,33,89,56,34,80,49,21,77,54,22,79,36,14,69,56,23,82,53,33,77,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,38,18,67,44,22,72,32,22,51,38,15,77,56,11,78,53,25,81,63,35,87,42,18,78,58,24,82,55,40,77,30,10,66,34,16,70,20,7,58,38,11,73,32,13,60,38,14,59,43,26,74,37,14,63,34,8,51,47,20,53,60,32,86,61,34,93,49,21,80,70,37,90,58,45,80,"ALPINE ISD",54,26,82,57,28,86,42,18,74,62,28,86,60,40,82,51,24,78,58,25,81,41,17,73,58,28,83,42,29,68,43,13,74,-1,-1,-1,44,0,67,40,20,90,-1,-1,-1
"'022902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,13,73,57,0,86,28,0,68,48,18,73,43,29,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,4,62,60,0,80,21,0,58,27,9,59,0,0,71,41,17,68,-1,-1,-1,23,0,69,59,29,71,25,25,63,30,6,62,-1,-1,-1,22,0,56,32,9,64,29,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,8,79,-1,-1,-1,33,0,67,38,6,75,67,33,100,30,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,72,28,96,-1,-1,-1,43,0,100,100,44,100,67,50,83,"MARATHON ISD",52,17,81,80,0,100,33,0,72,64,23,86,44,44,78,20,4,56,-1,-1,-1,14,0,57,18,9,45,40,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
