DISTRICT,DD800A00200022R,DD800AM0200022R,DD800AR0200022R,DDA00A00200022R,DDA00AM0200022R,DDA00AR0200022R,DDC00A00200022R,DDC00AM0200022R,DDC00AR0200022R,DDJ00A00200022R,DDJ00AM0200022R,DDJ00AR0200022R,DDK00A00200022R,DDK00AM0200022R,DDK00AR0200022R,DDL00A00200022R,DDL00AM0200022R,DDL00AR0200022R,DDQ00A00200022R,DDQ00AM0200022R,DDQ00AR0200022R,DDT00A00200022R,DDT00AM0200022R,DDT00AR0200022R,DDU00A00200022R,DDU00AM0200022R,DDU00AR0200022R,DDX00A00200022R,DDX00AM0200022R,DDX00AR0200022R,DDY00A00200022R,DDY00AM0200022R,DDY00AR0200022R,DDZ00A00200022R,DDZ00AM0200022R,DDZ00AR0200022R,DISTNAME,DNB00A00200022R,DNB00AM0200022R,DNB00AR0200022R,DNE00A00200022R,DNE00AM0200022R,DNE00AR0200022R,DNT00A00200022R,DNT00AM0200022R,DNT00AR0200022R
"'227827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE EXCEL CENTER - FOR ADULTS",.,.,.,.,.,.,.,.,.
"'227829",79,77,80,77,74,80,58,40,77,.,.,.,.,.,.,57,38,78,.,.,.,.,.,.,.,.,.,.,.,.,58,40,77,.,.,.,"VALOR PUBLIC SCHOOLS",.,.,.,.,.,.,82,80,83
"'227901",78,76,80,76,73,78,67,60,73,.,.,.,86,87,84,71,68,74,69,67,72,81,85,76,76,76,75,83,81,84,63,54,70,70,67,73,"AUSTIN ISD",67,63,71,68,59,76,83,82,83
"'227904",72,66,77,71,66,76,66,58,74,.,.,.,94,88,100,68,63,73,84,89,77,72,77,66,74,78,69,81,79,83,62,52,72,80,78,83,"PFLUGERVILLE ISD",78,74,82,65,56,72,79,73,83
"'227907",67,58,75,67,59,74,62,53,69,72,67,77,.,.,.,66,59,72,.,.,.,70,65,77,72,66,77,77,74,79,61,52,68,63,50,70,"MANOR ISD",72,66,78,55,44,66,71,70,71
"'227909",81,81,81,81,81,82,80,76,85,.,.,.,.,.,.,81,77,85,.,.,.,100,-1,-1,100,-1,-1,76,67,85,84,83,84,-1,-1,-1,"EANES ISD",.,.,.,100,-1,-1,85,90,81
"'227910",73,68,77,72,69,76,68,59,77,.,.,.,.,.,.,71,68,74,67,75,57,78,85,70,77,84,70,72,66,79,67,57,76,88,-1,-1,"DEL VALLE ISD",74,83,65,68,56,80,86,85,87
"'227912",77,75,79,75,72,78,62,53,71,.,.,.,.,.,.,62,53,71,.,.,.,.,.,.,.,.,.,57,41,73,65,60,70,.,.,.,"LAGO VISTA ISD",.,.,.,.,.,.,68,46,87
"'227913",77,75,78,76,74,77,61,54,69,.,.,.,.,.,.,59,55,64,.,.,.,48,52,41,48,52,41,62,55,69,54,41,66,84,90,78,"LAKE TRAVIS ISD",.,.,.,.,.,.,80,79,81
"'228901",76,71,82,77,71,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GROVETON ISD",.,.,.,.,.,.,86,75,97
"'228903",65,60,71,65,59,71,61,54,69,.,.,.,.,.,.,61,54,69,.,.,.,.,.,.,.,.,.,72,67,78,58,50,71,.,.,.,"TRINITY ISD",.,.,.,57,50,65,71,60,79
"'228904",66,61,71,66,61,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CENTERVILLE ISD",.,.,.,.,.,.,.,.,.
"'228905",82,77,86,82,77,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"APPLE SPRINGS ISD",.,.,.,.,.,.,.,.,.
"'229901",67,61,74,67,61,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"COLMESNEIL ISD",.,.,.,.,.,.,.,.,.
"'229903",61,49,74,62,49,75,66,43,89,.,.,.,.,.,.,67,45,89,.,.,.,.,.,.,.,.,.,93,86,97,37,13,75,.,.,.,"WOODVILLE ISD",.,.,.,.,.,.,-1,.,-1
"'229904",69,65,73,69,65,74,61,42,75,.,.,.,.,.,.,70,58,78,.,.,.,.,.,.,.,.,.,63,50,71,.,.,.,-1,-1,-1,"WARREN ISD",.,.,.,55,-1,83,-1,-1,-1
"'229905",79,75,83,80,76,84,-1,-1,-1,.,.,.,.,.,.,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SPURGER ISD",.,.,.,-1,-1,-1,.,.,.
"'229906",70,66,74,70,66,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CHESTER ISD",.,.,.,.,.,.,.,.,.
"'230901",71,64,78,72,66,78,70,77,64,.,.,.,.,.,.,70,77,64,.,.,.,.,.,.,.,.,.,.,.,.,70,77,64,.,.,.,"BIG SANDY ISD",.,.,.,.,.,.,100,-1,-1
"'230902",77,72,81,76,72,80,72,66,78,.,.,.,.,.,.,74,69,79,.,.,.,.,.,.,73,69,77,.,.,.,72,66,78,100,-1,-1,"GILMER ISD",73,69,77,.,.,.,75,76,74
"'230903",72,63,81,68,58,78,61,43,79,.,.,.,.,.,.,61,43,79,.,.,.,.,.,.,.,.,.,56,32,79,71,64,80,.,.,.,"ORE CITY ISD",.,.,.,.,.,.,73,70,75
"'230904",72,68,77,71,67,76,80,-1,-1,-1,-1,-1,.,.,.,80,-1,-1,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"UNION HILL ISD",.,.,.,.,.,.,-1,-1,.
"'230905",72,63,82,72,63,82,78,68,87,.,.,.,.,.,.,79,70,88,.,.,.,.,.,.,.,.,.,.,.,.,78,68,87,-1,-1,-1,"HARMONY ISD",.,.,.,.,.,.,72,66,79
"'230906",71,63,78,71,63,78,69,67,71,.,.,.,.,.,.,69,67,71,.,.,.,.,.,.,.,.,.,.,.,.,69,67,71,.,.,.,"NEW DIANA ISD",.,.,.,.,.,.,75,69,81
"'230908",78,77,80,79,77,81,100,100,100,.,.,.,.,.,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,100,100,100,.,.,.,"UNION GROVE ISD",.,.,.,.,.,.,-1,-1,-1
"'231901",76,68,85,75,67,82,58,64,50,.,.,.,.,.,.,57,63,50,.,.,.,.,.,.,.,.,.,58,64,50,.,.,.,.,.,.,"MCCAMEY ISD",.,.,.,.,.,.,-1,.,-1
"'231902",72,75,70,72,76,68,66,77,55,.,.,.,.,.,.,65,79,50,.,.,.,.,.,.,.,.,.,50,-1,-1,73,81,64,.,.,.,"RANKIN ISD",.,.,.,.,.,.,.,.,.
"'232901",80,80,80,80,79,80,75,70,80,.,.,.,.,.,.,75,70,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,69,-1,-1,.,.,.,"KNIPPA ISD",.,.,.,.,.,.,.,.,.
"'232902",77,73,81,77,74,81,71,79,60,.,.,.,.,.,.,71,79,60,.,.,.,.,.,.,.,.,.,-1,-1,-1,56,70,-1,.,.,.,"SABINAL ISD",.,.,.,.,.,.,-1,-1,-1
"'232903",67,56,76,66,56,76,-1,-1,-1,-1,-1,.,.,.,.,61,52,72,63,46,83,-1,-1,-1,62,50,77,-1,-1,-1,-1,.,-1,71,73,70,"UVALDE CISD",59,52,67,.,.,.,75,68,80
"'232904",88,-1,86,71,66,75,88,-1,-1,.,.,.,.,.,.,88,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,-1,-1,.,.,.,"UTOPIA ISD",.,.,.,.,.,.,-1,.,-1
"'233901",78,75,80,77,74,81,62,58,67,85,85,86,.,.,.,73,69,76,.,.,.,.,.,.,85,83,88,-1,.,-1,63,52,75,91,83,100,"SAN FELIPE-DEL RIO CISD",86,81,91,61,61,61,81,77,85
"'233903",74,69,79,75,69,81,85,71,100,.,.,.,.,.,.,85,70,100,.,.,.,.,.,.,.,.,.,88,-1,-1,.,.,.,.,.,.,"COMSTOCK ISD",.,.,.,85,71,100,90,-1,-1
"'234801",.,.,.,54,43,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RANCH ACADEMY",.,.,.,.,.,.,.,.,.
"'234902",73,69,76,73,69,76,78,69,86,.,.,.,.,.,.,78,69,86,.,.,.,.,.,.,.,.,.,88,77,100,72,65,79,.,.,.,"CANTON ISD",.,.,.,.,.,.,.,.,.
"'234903",72,67,78,72,66,77,54,64,40,.,.,.,.,.,.,61,69,50,.,.,.,.,.,.,.,.,.,.,.,.,54,64,40,.,.,.,"EDGEWOOD ISD",.,.,.,.,.,.,53,56,50
"'234904",70,67,74,71,67,76,70,58,82,.,.,.,.,.,.,70,59,82,.,.,.,.,.,.,.,.,.,-1,-1,-1,70,58,84,-1,-1,-1,"GRAND SALINE ISD",.,.,.,.,.,.,87,85,88
"'234905",67,60,73,67,61,73,68,65,73,.,.,.,.,.,.,67,63,72,.,.,.,.,.,.,.,.,.,-1,-1,.,70,67,73,.,.,.,"MARTINS MILL ISD",.,.,.,.,.,.,100,-1,-1
"'234906",78,75,81,78,74,81,74,68,80,.,.,.,.,.,.,73,67,79,.,.,.,.,.,.,.,.,.,-1,.,-1,75,68,81,-1,-1,-1,"VAN ISD",.,.,.,.,.,.,77,79,75
"'234907",66,58,74,66,58,74,65,57,73,.,.,.,.,.,.,66,59,74,.,.,.,.,.,.,.,.,.,27,22,33,68,58,78,75,71,79,"WILLS POINT ISD",.,.,.,60,56,64,79,77,81
"'234909",74,68,81,75,69,80,86,100,78,.,.,.,.,.,.,84,100,75,.,.,.,.,.,.,.,.,.,75,-1,67,100,-1,-1,.,.,.,"FRUITVALE ISD",.,.,.,.,.,.,.,.,.
"'235901",72,62,82,73,64,83,77,68,87,.,.,.,.,.,.,75,68,84,.,.,.,.,.,.,.,.,.,.,.,.,77,68,87,.,.,.,"BLOOMINGTON ISD",.,.,.,.,.,.,100,-1,100
"'235902",68,62,74,68,62,74,62,54,70,.,.,.,.,.,.,64,57,70,.,.,.,72,74,70,72,74,70,0,0,.,62,55,69,77,75,79,"VICTORIA ISD",.,.,.,66,55,75,79,73,82
"'235904",92,90,93,92,91,93,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"NURSERY ISD",.,.,.,.,.,.,.,.,.
"'236801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RAVEN SCHOOL",.,.,.,.,.,.,.,.,.
"'236802",71,69,74,73,70,75,80,80,80,.,.,.,.,.,.,86,86,86,.,.,.,.,.,.,.,.,.,80,80,80,.,.,.,-1,-1,-1,"SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'236901",74,75,74,74,74,74,71,71,72,.,.,.,.,.,.,70,68,72,.,.,.,.,.,.,.,.,.,79,79,79,70,-1,-1,-1,-1,.,"NEW WAVERLY ISD",.,.,.,65,72,56,82,69,100
"'236902",66,55,76,66,55,76,63,50,77,.,.,.,.,.,.,66,56,77,.,.,.,.,.,.,72,68,75,46,42,50,65,50,80,69,56,83,"HUNTSVILLE ISD",72,68,75,54,51,59,71,61,79
"'237902",58,46,69,58,47,70,57,43,73,.,.,.,.,.,.,56,44,70,.,.,.,59,65,53,59,65,53,69,53,85,52,38,68,46,30,65,"HEMPSTEAD ISD",.,.,.,56,-1,-1,71,65,77
"'237904",69,62,77,68,61,76,65,57,73,79,80,79,.,.,.,66,58,73,.,.,.,.,.,.,79,80,79,-1,-1,-1,65,57,73,62,29,100,"WALLER ISD",.,.,.,.,.,.,73,67,79
"'237905",72,65,79,71,63,80,68,58,78,70,69,-1,.,.,.,68,59,79,84,75,93,-1,-1,-1,81,78,89,70,70,70,61,46,79,53,34,75,"ROYAL ISD",83,82,85,85,89,81,83,72,91
"'238902",70,65,76,71,65,77,78,65,90,73,64,82,.,.,.,74,65,84,.,.,.,.,.,.,73,64,82,-1,-1,-1,78,67,90,100,-1,-1,"MONAHANS-WICKETT-PYOTE ISD",.,.,.,.,.,.,77,68,89
"'238904",61,59,63,61,58,64,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"GRANDFALLS-ROYALTY ISD",.,.,.,.,.,.,.,.,.
"'239901",69,63,75,69,62,75,64,54,75,.,.,.,.,.,.,66,57,76,.,.,.,.,.,.,76,71,82,.,.,.,63,54,73,-1,-1,-1,"BRENHAM ISD",76,71,82,68,52,83,-1,-1,-1
"'239903",.,.,.,80,73,86,71,58,86,.,.,.,.,.,.,71,61,83,.,.,.,.,.,.,.,.,.,.,.,.,71,58,86,.,.,.,"BURTON ISD",.,.,.,-1,-1,-1,.,.,.
"'240801",67,-1,-1,74,75,73,100,.,100,.,.,.,.,.,.,82,79,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO",.,.,.,100,.,100,-1,-1,-1
"'240901",80,80,79,77,77,77,67,65,68,88,88,87,.,.,.,74,73,75,.,.,.,.,.,.,88,88,87,76,89,71,65,63,67,42,-1,-1,"LAREDO ISD",91,96,86,91,91,91,81,80,81
"'240903",85,86,84,83,84,82,75,76,74,89,90,89,.,.,.,80,81,80,93,94,92,.,.,.,90,90,89,.,.,.,76,76,75,88,82,95,"UNITED ISD",86,86,87,64,69,59,85,87,84
"'240904",75,68,81,75,68,82,79,73,85,.,.,.,.,.,.,73,68,79,.,.,.,.,.,.,.,.,.,75,61,89,88,-1,-1,-1,-1,-1,"WEBB CISD",.,.,.,.,.,.,-1,-1,-1
"'241901",70,66,74,70,67,74,70,66,74,.,.,.,.,.,.,70,67,73,.,.,.,.,.,.,.,.,.,.,.,.,71,65,76,57,-1,-1,"BOLING ISD",.,.,.,63,-1,-1,79,78,79
"'241902",74,74,75,75,74,76,80,81,79,.,.,.,.,.,.,76,74,78,.,.,.,.,.,.,.,.,.,82,81,82,-1,.,-1,80,-1,-1,"EAST BERNARD ISD",.,.,.,.,.,.,81,71,89
"'241903",68,64,73,68,63,73,59,52,66,.,.,.,.,.,.,63,58,68,.,.,.,.,.,.,73,72,73,-1,.,-1,60,53,67,-1,-1,-1,"EL CAMPO ISD",73,72,73,35,30,40,76,68,85
"'241904",57,50,64,56,49,64,53,44,60,.,.,.,.,.,.,53,44,62,.,.,.,.,.,.,53,41,65,.,.,.,41,14,59,69,60,75,"WHARTON ISD",53,41,65,55,49,61,58,50,66
"'241906",67,57,77,68,59,77,80,76,84,.,.,.,.,.,.,80,76,84,.,.,.,.,.,.,.,.,.,.,.,.,80,76,84,.,.,.,"LOUISE ISD",.,.,.,.,.,.,42,33,50
"'242902",66,56,77,67,57,78,87,75,100,.,.,.,.,.,.,87,75,100,.,.,.,.,.,.,.,.,.,86,-1,-1,88,-1,-1,.,.,.,"SHAMROCK ISD",.,.,.,.,.,.,71,-1,-1
"'242903",71,67,76,73,67,78,77,69,84,.,.,.,.,.,.,77,69,84,.,.,.,.,.,.,.,.,.,.,.,.,77,69,84,.,.,.,"WHEELER ISD",.,.,.,.,.,.,.,.,.
"'242905",69,69,68,68,69,66,56,70,-1,.,.,.,.,.,.,56,70,-1,.,.,.,.,.,.,.,.,.,.,.,.,56,70,-1,.,.,.,"KELTON ISD",.,.,.,.,.,.,.,.,.
"'242906",73,76,69,74,78,71,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"FORT ELLIOTT CISD",.,.,.,.,.,.,.,.,.
"'243901",70,65,75,70,65,75,74,68,80,.,.,.,.,.,.,74,67,82,.,.,.,.,.,.,.,.,.,81,-1,-1,73,64,82,-1,-1,-1,"BURKBURNETT ISD",.,.,.,.,.,.,72,43,91
"'243902",72,73,72,73,73,72,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"ELECTRA ISD",.,.,.,.,.,.,-1,-1,.
"'243903",76,69,83,76,69,83,71,63,78,.,.,.,.,.,.,71,63,78,.,.,.,.,.,.,.,.,.,80,-1,-1,67,50,83,.,.,.,"IOWA PARK CISD",.,.,.,.,.,.,-1,-1,-1
"'243905",70,66,73,70,66,73,68,63,73,.,.,.,64,58,75,67,62,73,.,.,.,.,.,.,64,58,75,.,.,.,68,63,73,66,67,65,"WICHITA FALLS ISD",.,.,.,.,.,.,80,73,84
"'243906",71,63,79,72,64,80,89,88,89,.,.,.,.,.,.,89,88,89,.,.,.,.,.,.,.,.,.,-1,.,-1,88,88,88,.,.,.,"CITY VIEW ISD",.,.,.,.,.,.,100,-1,-1
"'244901",85,79,91,85,79,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HARROLD ISD",.,.,.,.,.,.,.,.,.
"'244903",66,63,69,66,63,69,67,63,71,.,.,.,.,.,.,67,62,72,.,.,.,.,.,.,.,.,.,.,.,.,67,63,71,.,.,.,"VERNON ISD",.,.,.,74,73,75,82,-1,85
"'244905",67,63,72,67,63,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"NORTHSIDE ISD",.,.,.,.,.,.,.,.,.
"'245901",77,69,85,79,72,86,84,83,85,.,.,.,.,.,.,83,83,84,.,.,.,.,.,.,.,.,.,.,.,.,84,83,85,-1,-1,-1,"LASARA ISD",.,.,.,.,.,.,91,-1,100
"'245902",77,73,81,77,74,80,58,61,56,90,94,86,.,.,.,71,74,68,.,.,.,.,.,.,90,94,86,.,.,.,58,61,56,.,.,.,"LYFORD CISD",.,.,.,.,.,.,84,77,90
"'245903",82,83,81,82,83,81,81,80,82,.,.,.,.,.,.,83,82,84,.,.,.,.,.,.,.,.,.,.,.,.,81,80,82,95,90,100,"RAYMONDVILLE ISD",.,.,.,.,.,.,84,87,82
"'245904",79,75,82,79,74,83,79,67,90,.,.,.,.,.,.,79,67,90,.,.,.,.,.,.,.,.,.,-1,-1,-1,76,63,89,.,.,.,"SAN PERLITA ISD",.,.,.,.,.,.,.,.,.
"'246801",80,76,84,80,77,84,89,90,88,.,.,.,.,.,.,90,91,89,.,.,.,.,.,.,.,.,.,89,90,88,.,.,.,-1,-1,-1,"MERIDIAN WORLD SCHOOL LLC",.,.,.,.,.,.,74,75,73
"'246802",75,71,79,76,72,81,100,-1,-1,.,.,.,.,.,.,100,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,100,-1,-1,.,.,.,"GOODWATER MONTESSORI SCHOOL",.,.,.,.,.,.,-1,-1,-1
"'246902",70,62,77,70,63,76,68,62,74,.,.,.,.,.,.,68,62,74,.,.,.,.,.,.,.,.,.,.,.,.,68,62,74,70,-1,83,"FLORENCE ISD",.,.,.,.,.,.,81,79,82
"'246904",67,61,73,66,59,71,57,49,65,55,47,62,-1,.,-1,60,53,67,71,70,72,.,.,.,59,54,64,58,49,66,56,48,64,86,-1,-1,"GEORGETOWN ISD",74,91,54,72,60,79,60,71,-1
"'246905",75,69,81,74,67,81,69,58,78,.,.,.,.,.,.,69,59,78,.,.,.,.,.,.,.,.,.,84,81,88,80,50,100,.,.,.,"GRANGER ISD",.,.,.,48,50,46,80,67,95
"'246906",72,66,78,73,66,78,72,64,80,.,.,.,-1,-1,-1,72,67,79,71,68,76,77,80,74,72,69,76,70,65,76,76,66,84,82,77,86,"HUTTO ISD",.,.,.,58,55,64,85,81,88
"'246907",70,66,74,70,66,74,73,68,79,.,.,.,.,.,.,72,66,77,.,.,.,.,.,.,66,57,76,76,72,81,-1,-1,-1,87,88,86,"JARRELL ISD",66,57,76,71,66,77,.,.,.
"'246908",72,66,77,71,66,77,64,56,73,.,.,.,.,.,.,66,58,75,.,.,.,.,.,.,.,.,.,75,69,82,58,50,69,100,-1,-1,"LIBERTY HILL ISD",.,.,.,77,70,83,73,74,73
"'246909",80,79,81,80,79,81,76,73,79,.,.,.,.,.,.,76,74,78,70,74,65,79,81,75,74,77,70,87,86,87,71,67,75,73,71,75,"ROUND ROCK ISD",100,-1,-1,.,.,.,83,85,82
"'246911",62,52,71,62,53,70,53,49,56,.,.,.,.,.,.,57,55,59,.,.,.,70,70,69,70,70,69,69,60,77,47,43,50,.,.,.,"TAYLOR ISD",.,.,.,75,-1,-1,72,63,80
"'246912",70,62,76,80,79,82,90,93,88,.,.,.,.,.,.,89,90,88,.,.,.,.,.,.,.,.,.,90,93,88,.,.,.,.,.,.,"THRALL ISD",.,.,.,.,.,.,.,.,.
"'246913",77,74,81,75,72,78,73,73,74,.,.,.,.,.,.,72,72,73,68,68,69,69,70,67,68,69,68,-1,-1,-1,73,73,74,75,70,80,"LEANDER ISD",.,.,.,.,.,.,86,86,85
"'246914",82,80,83,81,79,83,80,78,83,.,.,.,.,.,.,80,78,83,.,.,.,.,.,.,.,.,.,80,78,83,.,.,.,.,.,.,"COUPLAND ISD",.,.,.,.,.,.,.,.,.
"'247901",73,69,78,73,68,77,66,60,73,.,.,.,.,.,.,65,62,68,57,74,38,.,.,.,57,74,38,75,77,72,65,58,74,-1,-1,-1,"FLORESVILLE ISD",.,.,.,-1,-1,-1,86,-1,90
"'247903",70,63,77,70,62,77,57,42,78,.,.,.,.,.,.,59,46,76,54,46,64,.,.,.,54,46,64,100,-1,-1,50,33,74,86,-1,-1,"LA VERNIA ISD",.,.,.,.,.,.,79,74,83
"'247904",81,80,81,81,81,81,84,88,79,.,.,.,.,.,.,83,88,80,.,.,.,.,.,.,.,.,.,83,92,75,85,85,85,-1,-1,-1,"POTH ISD",.,.,.,.,.,.,.,.,.
"'247906",72,66,79,72,66,78,65,65,64,.,.,.,.,.,.,65,65,64,.,.,.,.,.,.,.,.,.,.,.,.,65,65,64,.,.,.,"STOCKDALE ISD",.,.,.,.,.,.,72,-1,75
"'248901",66,61,72,68,61,74,64,51,77,84,89,79,.,.,.,66,56,76,.,.,.,.,.,.,84,89,79,.,.,.,64,51,77,-1,-1,-1,"KERMIT ISD",.,.,.,.,.,.,84,78,91
"'248902",75,71,80,74,70,79,58,56,60,.,.,.,.,.,.,63,60,67,.,.,.,.,.,.,.,.,.,.,.,.,61,56,67,.,.,.,"WINK-LOVING ISD",.,.,.,-1,.,-1,-1,-1,-1
"'249901",74,68,80,74,68,80,73,66,81,.,.,.,.,.,.,73,66,81,.,.,.,.,.,.,.,.,.,73,66,81,.,.,.,.,.,.,"ALVORD ISD",.,.,.,.,.,.,-1,-1,-1
"'249902",66,58,74,66,59,72,51,48,54,.,.,.,.,.,.,57,58,56,.,.,.,.,.,.,.,.,.,11,0,21,68,68,68,79,93,64,"BOYD ISD",.,.,.,.,.,.,76,89,65
"'249903",66,59,73,66,59,72,64,58,72,.,.,.,.,.,.,63,58,68,.,.,.,.,.,.,55,51,60,60,50,70,65,58,72,.,.,.,"BRIDGEPORT ISD",55,51,60,.,.,.,75,72,79
"'249904",69,64,73,67,62,71,57,51,61,.,.,.,.,.,.,57,51,61,.,.,.,.,.,.,.,.,.,57,51,61,.,.,.,.,.,.,"CHICO ISD",.,.,.,.,.,.,-1,-1,-1
"'249905",68,58,77,68,58,78,69,57,82,.,.,.,.,.,.,68,58,80,65,65,65,.,.,.,65,65,65,81,71,90,66,53,81,85,72,100,"DECATUR ISD",.,.,.,54,50,60,73,65,80
"'249906",75,71,78,74,70,78,59,53,69,.,.,.,.,.,.,59,53,69,.,.,.,.,.,.,.,.,.,.,.,.,59,53,69,.,.,.,"PARADISE ISD",.,.,.,.,.,.,78,90,73
"'249908",71,67,75,72,68,76,76,71,81,.,.,.,.,.,.,76,71,81,.,.,.,.,.,.,.,.,.,77,68,84,75,83,-1,.,.,.,"SLIDELL ISD",.,.,.,.,.,.,90,-1,-1
"'250902",72,68,77,72,67,77,63,-1,-1,.,.,.,.,.,.,63,-1,-1,.,.,.,.,.,.,.,.,.,50,-1,-1,-1,-1,-1,.,.,.,"HAWKINS ISD",.,.,.,.,.,.,-1,.,-1
"'250903",75,67,82,75,67,82,71,53,89,.,.,.,.,.,.,73,60,87,.,.,.,.,.,.,74,64,84,-1,.,-1,71,53,88,90,83,-1,"MINEOLA ISD",74,64,84,.,.,.,81,81,81
"'250904",71,66,75,72,67,76,73,69,79,.,.,.,.,.,.,73,69,79,.,.,.,.,.,.,.,.,.,.,.,.,73,69,79,.,.,.,"QUITMAN ISD",.,.,.,.,.,.,90,93,88
"'250905",63,53,72,67,58,76,85,78,91,.,.,.,.,.,.,86,76,95,.,.,.,.,.,.,.,.,.,.,.,.,85,78,91,.,.,.,"YANTIS ISD",.,.,.,.,.,.,82,83,81
"'250906",68,60,76,68,59,76,52,42,65,.,.,.,.,.,.,52,42,65,.,.,.,.,.,.,.,.,.,63,58,67,40,25,-1,.,.,.,"ALBA-GOLDEN ISD",.,.,.,.,.,.,69,50,-1
"'250907",68,60,76,68,59,76,64,51,79,.,.,.,.,.,.,64,51,79,.,.,.,.,.,.,.,.,.,.,.,.,64,51,79,.,.,.,"WINNSBORO ISD",.,.,.,.,.,.,63,-1,83
"'251901",75,67,83,76,69,84,74,64,86,83,-1,-1,.,.,.,77,68,87,.,.,.,.,.,.,92,100,83,88,-1,-1,74,64,85,46,42,50,"DENVER CITY ISD",100,-1,-1,.,.,.,85,82,89
"'251902",75,71,80,76,71,81,70,54,86,.,.,.,.,.,.,70,54,86,.,.,.,.,.,.,.,.,.,73,57,88,67,50,83,.,.,.,"PLAINS ISD",.,.,.,.,.,.,80,80,79
"'252901",70,66,73,69,66,73,67,65,69,.,.,.,.,.,.,66,64,69,.,.,.,.,.,.,.,.,.,87,86,88,57,55,60,64,61,68,"GRAHAM ISD",.,.,.,.,.,.,75,67,82
"'252902",77,74,79,77,74,80,80,-1,-1,.,.,.,.,.,.,80,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,-1,-1,.,.,.,"NEWCASTLE ISD",.,.,.,.,.,.,-1,-1,-1
"'252903",77,73,81,78,75,80,79,82,75,.,.,.,.,.,.,79,82,75,.,.,.,.,.,.,.,.,.,78,83,73,80,80,80,.,.,.,"OLNEY ISD",.,.,.,.,.,.,84,93,76
"'253901",77,76,77,75,76,74,66,66,66,89,91,88,.,.,.,72,73,71,.,.,.,.,.,.,89,91,88,.,.,.,66,66,66,-1,-1,-1,"ZAPATA COUNTY ISD",.,.,.,.,.,.,82,92,75
"'254901",72,68,76,72,68,76,70,64,77,75,70,80,.,.,.,70,67,73,.,.,.,.,.,.,75,70,80,.,.,.,70,64,77,-1,-1,-1,"CRYSTAL CITY ISD",.,.,.,.,.,.,-1,-1,-1
"'254902",78,76,80,78,76,80,82,81,83,.,.,.,.,.,.,75,72,79,.,.,.,.,.,.,.,.,.,.,.,.,82,81,83,-1,-1,-1,"LA PRYOR ISD",.,.,.,.,.,.,-1,-1,-1
